block,plot,seeded,2019,2020,2021,name,current
L4,10,0,0,0,0.5,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,10,3.3,0,0.5,0.5,Sedum_acre,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,10,3.3,10,3,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,10,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
10 Anzahl,21,,,,,,
L4,11,0,0,0.5,10,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,8.6,0,0,2,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0.5,15,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0,0.5,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,10,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,20,10,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,3.3,25,0.5,20,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,2,15,10,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0,0,0.5,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0,0,0.5,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,3.3,0,0.5,0,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0.5,0,0,Hordeum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,3.3,0,0,0.5,Hypericum_perforatum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0.5,0.5,2,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,1.7,0,0.5,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0.5,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0.5,0,0,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,11,0,0.5,2,0,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
11 Anzahl,18,,,,,,
L4,12,0,0,0.5,0,Anthyllis_vulneraria,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0,10,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0.5,5,0,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0.5,2,4,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0.5,0,Cerastium_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,10,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,20,10,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0.5,4,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,4,15,4,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0,4,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0,0.5,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0,0.5,Festuca_ovina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0,2,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0.5,0,Lepidium_campestre,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0.5,2,10,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0.5,0,0,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0.5,0,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0.5,0.5,0,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0.5,3,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,12,0,0,0.5,2,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
12 Anzahl,22,,,,,,
L4,13,0,0,0.5,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0.5,40,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0.5,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0,2,Centaurea_stoebe,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,20,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,3.3,0.5,0,0,Cichorium_intybus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,35,20,30,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,5,15,10,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,3,0.5,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0.5,0,2,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,1.7,0,0.5,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0.5,0,Medicago_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0,0.5,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0.5,0,Reseda_lutea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,5,0.5,0.5,0,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0.5,0,0,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,3.3,0.5,0.5,0,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,3.3,0.5,2,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,3,10,4,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0,0.5,0,Verbascum_densiflorum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,13,0,0.5,0.5,10,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
13 Anzahl,23,,,,,,
L4,14,0,0,2,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0.5,15,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0.5,0.5,0.5,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0.5,0,0,Calystegia_sepium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,3.3,30,15,4,Centaurea_stoebe,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,10,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,15,20,30,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0.5,4,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0.5,3,4,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0.5,2,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0.5,0,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0.5,0,0,Persicaria_amphibia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,8.6,0,0,0.5,Poa_angustifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0.5,0.5,Potentilla_reptans,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,3.3,10,20,4,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0.5,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,14,0,0,0.5,2,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
14 Anzahl,19,,,,,,
L4,15,0,0,0.5,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0.5,2,0,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0.5,0,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0.5,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,3.3,50,50,30,Centaurea_stoebe,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0,0.5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,10,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,15,40,30,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0,0.5,10,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0.5,0,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,8.6,0,0.5,0,Festuca_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0.5,0,0,Galeopsis_tetrahit,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0,0.5,0,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0,0,0.5,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,1.7,0.5,0.5,0,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,3,0,0,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,5,0,0.5,0,Rhinanthus_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0,0,0.5,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,3,4,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,15,0,0,0,2,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
15 Anzahl,21,,,,,,
L4,16,0,0,0.5,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,0.5,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0.5,30,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,0.5,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,0,Carex_caryophyllea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,2,Carex_leporina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0.5,0,0,Carex_praecox_ssp_praecox,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,10,Centaurea_stoebe,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,0,Cerastium_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,20,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0.5,0,0,Cirsium_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,20,15,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,0.5,Dianthus_carthusianorum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,20,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0.5,0,2,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,3,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,0.5,Festuca_ovina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0.5,0,0,Galeopsis_tetrahit,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,0.5,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,2,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,0.5,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,0.5,Ranunculus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,5,0,Reseda_lutea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0.5,0,0,Rhinanthus_alectorolophus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,5,0.5,0,0,Rhinanthus_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,3.3,3,0.5,0,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,20,15,10,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0.5,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0.5,0,0,Symphytum_officinale,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,16,0,0,0,2,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
16 Anzahl,32,,,,,,
L4,17,0,0.5,0,0,Achillea_millefolium,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,5,0.5,0,Artemisia_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0.5,15,0,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0.5,5,0,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,0.5,Carex_hirta,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,3,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,25,20,40,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,2,Dianthus_carthusianorum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,0,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0.5,0.5,0,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,15,2,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0.5,0.5,0.5,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0,0.5,Knautia_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,2,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,10,4,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,0,Reseda_lutea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0.5,0.5,0,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,0,0.5,0.5,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,0,15,5,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,17,3.3,0,0.5,2,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
17 Anzahl,22,,,,,,
L4,18,0,0,0.5,20,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,8.6,0,0.5,2,Arrhenatherum_elatius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,2,20,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0,0.5,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,15,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,30,20,30,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0,0.5,0,Dactylis_glomerata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0,0.5,4,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,2,10,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0,0,Euphorbia_helioscopia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,2,0.5,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0,0,Galeopsis_tetrahit,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,3.3,0.5,0,0,Galium_mollugo,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0,0,Hordeum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,3.3,0.5,0.5,0,Hypochaeris_radicata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,1.7,0.5,0,0.5,Lotus_corniculatus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,1.7,0,0.5,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0,3,4,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,3.3,0.5,0.5,0,Pastinaca_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0,0.5,0,Pimpinella_saxifraga,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0,0,Polygonum_aviculare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,2,0.5,0,Rorippa_sylvestris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0.5,0,Rubus_caesius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0.5,0.5,0.5,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,15,5,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,18,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
18 Anzahl,27,,,,,,
L4,19,0,0,0.5,10,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,8.6,0,2,0,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0.5,20,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0.5,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0.5,0.5,Carex_hirta,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,5,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,10,10,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,3.3,40,5,10,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0.5,10,4,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0,0.5,Erigeron_canadensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,5,0,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0.5,0,0,Galeopsis_tetrahit,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,3.3,0,0.5,0,Galium_verum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,1.7,0,0,0.5,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,1.7,0,0.5,0,Medicago_lupulina,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0.5,3,10,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0.5,0,Ranunculus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0.5,0,Reseda_lutea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0.5,0.5,0,Rubus_caesius,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0.5,0,0,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,10,10,0.5,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0.5,0,Verbascum_lychnitis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,19,0,0,0.5,0,Verbascum_thapsus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
19 Anzahl,25,,,,,,
L4,20,0,0.5,0.5,10,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,8.6,0.5,5,0.5,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0.5,20,0,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0.5,0,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0.5,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,0.5,0,Carex_caryophyllea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,0.5,0,Cerastium_fontanum_ssp_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,5,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,30,10,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,2,30,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0.5,0,0,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,0,2,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,5,2,0,Fallopia_convolvulus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0.5,0,0,Hordeum_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,1.7,0.5,2,2,Medicago_falcata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,5,2,Papaver_rhoeas,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0.5,0,0,Pastinaca_sativa,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,0,0.5,Plantago_lanceolata,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,0.5,0,Reseda_lutea,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,3.3,2,0.5,0,Salvia_pratensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,3.3,0.5,0.5,2,Sanguisorba_minor,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,3,0.5,0,Securigera_varia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,20,10,2,Silene_vulgaris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0.5,0,0,Sonchus_asper,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,0,0.5,Thlaspi_arvense,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,20,0,0,0,0.5,Trisetum_flavescens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
20 Anzahl,26,,,,,,
L4,21,0,0.5,0,0,Acer_pseudoplatanus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0,0.5,4,Arenaria_serpyllifolia,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,8.6,0.5,5,4,Bromus_erectus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0.5,10,0.5,Bromus_hordeaceus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0.5,3,2,Bromus_inermis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0,0.5,0,Capsella_bursa-pastoris,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,5,0,0,Chenopodium_album,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,25,10,20,Convolvulus_arvensis,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0,0.5,0.5,Dianthus_carthusianorum,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0,2,20,Echium_vulgare,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0.5,5,2,Elymus_repens,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
L4,21,0,0,0,2,Erigeron_annuus,.5|2|4|10|20|30|40|50|60|70|80|90|97.5
