name,sum
Pimpinella_saxifraga,49
Plantago_lanceolata,280
Plantago_major_ssp_intermedia,7
Plantago_major_ssp_major,7
Plantago_media,59
Poa_angustifolia,137
Poa_compressa,87
Poa_pratensis,111
Poa_trivialis,61
Polygonum_aviculare,123
Populus_alba,2
Potentilla_anserina,303
Potentilla_erecta,6
Potentilla_recta,59
Potentilla_reptans,153
Prunella_grandiflora,41
Prunella_vulgaris,154
Prunus_avium,12
Quercus_robur,2
Ranunculus_acris,67
Ranunculus_bulbosus,130
Ranunculus_polyanthemos,3
Ranunculus_repens,143
Reseda_lutea,103
Rhinanthus_alectorolophus,441
Rhinanthus_glacialis,66
Rhinanthus_minor,175
Rorippa_sylvestris,382
Rubus_caesius,257
Rumex_acetosa,206
Rumex_obtusifolius,60
Salix_purpurea,6
Salix_spec,2
Salvia_pratensis,281
Sanguisorba_minor,475
Sanguisorba_officinalis,108
Saxifraga_granulata,1
Scabiosa_columbaria,45
Securigera_varia,299
Sedum_acre,70
Sedum_sexangulare,19
Setaria_pumila,82
Setaria_spec,16
Setaria_verticillata,1
Setaria_viridis,8
Silaum_silaus,40
Silene_dioica,1
Silene_flos-cuculi,38
Silene_latifolia_ssp_alba,114
Silene_vulgaris,563
Sisymbrium_officinale,1
Solidago_gigantea,2
Sonchus_arvensis,16
Sonchus_asper,123
Stachys_palustris,8
Stachys_sylvatica,1
Stellaria_graminea,86
Stellaria_media,23
Symphytum_officinale,127
Taraxacum_campylodes,185
Thlaspi_arvense,2
Thymus_praecox,75
Tragopogon_pratensis,102
Trifolium_arvense,1
Trifolium_campestre,15
Trifolium_dubium,17
Trifolium_hybridum,2
Trifolium_medium,1
Trifolium_montanum,63
Trifolium_pratense,276
Trifolium_repens,15
Tripleurospermum_maritimum,1
Trisetum_flavescens,191
Triticum_spec,5
Urtica_dioica,6
Valeriana_officinalis,3
Valerianella_spec,18
Verbascum_densiflorum,22
Verbascum_lychnitis,169
Verbascum_spec,1
Verbascum_thapsus,11
Veronica_arvensis,38
Veronica_chamaedrys,79
Veronica_persica,2
Veronica_spec,1
Vicia_cracca,186
Vicia_hirsuta,2
Vicia_onobrychioides,1
Vicia_sativa_ssp_nigra,11
Vicia_sepium,16
Vicia_tetrasperma,1
Viola_arvensis,6
Vulpia_myuros,13
