Species_name	woody	annual	perennialnonclonal	monocarpic	polycarpic	clonal	branching	cyclicity	Primaryroot	BB0	BB0_mn10	BB_gtmn10	BB0R	BB0_mn10R	BB_gtmn10R	BBsize	BBdepth	BBRsize	BBRdepth	finalCGO	persistence	offspring	offspring_wsmall	spread	clonalindex	dispersibility	Rsprouter	PositionRB	RoleRB
"""Taraxacum sect. Erythrosperma (H. Lindb.) Dahlst."""	0	0	1	0	1	0			1	5	15	0	5	22.5	15	20	4	42.5	8.1								1	2	R
"""Taraxacum sect. Naevosa M. P. Christ."""	0	0	1	0	1	0			1	5	15	0	5	22.5	15	20	4	42.5	8.1								1	2	R
"""Taraxacum sect. Palustria (H. Lindb.) Dahlst."""	0	0	1	0	1	0			1	5	15	0	5	20	15	20	4	40	8.3								1	2	R
"""Taraxacum sect. Taraxacum Kirschner et al."""	0	0	1	0	1	0	symp	1	1	1.7	13.3	0	1.7	20.2	15	15	4.6	36.8	8.9								1	2	R
"""Taraxacum serotinum (Waldst. et Kit.) Fisch."""	0	0	1	0	1	0			1	5	15	0	5	20	15	20	4	40	8.3								1	2	R
"""Taraxacum spectabile Dahlst."""	0	0	1	0	1	0			1	0	15	0	0	15	0	15	5	15	5								0		
"""Taxus baccata L."""	1	0	0	0	0	0				15	15	0	15	15	0	30	3	30	3								0		
"""Teesdalia nudicaulis (L.) W. T. Aiton"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Telekia speciosa (Schreb.) Baumg."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Tephroseris crispa (Jacq.) Rchb."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	1	1	0.5	3	0	0		
"""Tephroseris helenitis (L.) B. Nord."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	6	6	0.5	4	0	0		
"""Tephroseris integrifolia (L.) Holub"""	0	0	1	1	0	0		2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Tephroseris palustris (L.) Rchb.."""	0	0	1	1	0	0		2	0	5	5	0	5	5	0	10	3	10	3								0		
"""Tephroseris tenuifolia (Gaudin) Holub"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Teucrium botrys L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Teucrium chamaedrys L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	4.8	4.8	26.5	6	0	0		
"""Teucrium montanum L."""	0	0	1	0	1	0			1	15	2.5	0	15	2.5	0	17.5	1.6	17.5	1.6								0		
"""Teucrium scordium L."""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	1	1.7	9	9	13	5	0	0		
"""Teucrium scorodonia L."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	10	0	15	3.7	15	3.7								1	2	R
"""Thalictrum alpinum L."""	0	0	0	0	0	1	symp	2	0	0	15	0	0	15	0	15	5	15	5	9	4	0.8	0.8	6.8	4	0	0		
"""Thalictrum aquilegiifolium L."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	10	1.5	1	1	0.5	3	0	0		
"""Thalictrum flavum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	1	1	13	4	0	0		
"""Thalictrum lucidum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2	2.7	2.7	0.5	3	0	0		
"""Thalictrum minus L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	0.5	3	0	0		
"""Thalictrum simplex L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10		1	1	13	4	0	0		
"""Thalictrum simplex subsp. galioides (DC.) Korsh."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	1	2	1	1	13	4	0	0		
"""Thelypteris limbosperma (All.) H. P. Fuchs"""	0	0	0	0	0	1	dich	1	0	5	15	0	5	15	0	20	4	20	4	9	4	0.5	0.5	0.5	2	0	0		
"""Thelypteris palustris Schott"""	0	0	0	0	0	1	dich	1	0	0	15	0	0	15	0	15	5	15	5	10	4	1	1	13	4	0	0		
"""Thesium alpinum L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								1	1	O
"""Thesium bavarum Schrank"""	0	0	1	0	1	0	symp	1	1	5	10	0	5	17.5	15	15	3.7	37.5	8.5								1	2	O
"""Thesium ebracteatum Hayne"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	13	5	0	0		
"""Thesium linophyllon L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	19.3	15	20	4	39.3	8.3								1	2	F
"""Thesium pyrenaicum Pourr."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Thesium ramosum Hayne"""	0	0	1	0	1	0	symp	1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Thesium rostratum Mert. et W. D. J. Koch"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								1	2	R
"""Thlaspi alliaceum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Thlaspi arvense L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Thymelaea passerina (L.) Coss. et Germ."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Thymus pannonicus All."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Thymus praecox Opiz"""	0	0	1	0	1	0	symp	2	1	10	2.5	0	10	2.5	0	12.5	1.8	12.5	1.8								0		
"""Thymus praecox subsp. arcticus (Durand) Jalas"""	0	0	1	0	1	0			1	15	7.5	0	15	7.5	0	22.5	2.3	22.5	2.3								0		
"""Thymus pulegioides L."""	0	0	1	0	1	0	symp	1	1	12.5	12.5	0	12.5	12.5	0	25	3	25	3								0		
"""Thymus serpyllum L."""	0	0	1	0	1	0	symp	2	1	11.7	1.7	0	11.7	1.7	0	13.3	1.5	13.3	1.5								0		
"""Thymus vulgaris L."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Tilia cordata Mill."""	1	0	0	0	0	0			1	15	7.5	0	15	7.5	0	22.5	2.3	22.5	2.3	15							1	3	F
"""Tilia platyphyllos Scop."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								0		
"""Tillaea aquatica L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Tofieldia calyculata (L.) Wahlenb."""	0	0	0	0	0	1	symp	2	0	7.5	8.8	0	7.5	8.8	0	16.3	3.2	16.3	3.2	9	4	4.3	4.3	3	4	0	0		
"""Tofieldia pusilla (Michx.) Pers."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	4	3.5	3.5	0.5	4	0	0		
"""Tolpis staticifolia (All.) Sch. Bip."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	15	15	15	3.7	35	8.7	9	4	1	1	6.8	4	0	1	3	F
"""Tordylium maximum L."""	0	0	1	0	1	0		2	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Torilis arvensis (Huds.) Link"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Torilis japonica (Houtt.) DC."""	0	1	0	0	0	0		1	1	5	1.7	0	5	1.7	0	6.7	2	6.7	2								0		
"""Torilis nodosa (L.) Gaertn."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Tragopogon dubius Scop."""	0	0	1	1	0	0		2	1	5	3.3	0	5	3.3	0	8.3	2.6	8.3	2.6								0		
"""Tragopogon orientalis L."""	0	0	1	1	0	0		2	1	5	6.4	0	5	8.3	15	11.4	3.3	28.3	9.6								1	2	F
"""Tragopogon porrifolius autori"""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								1	2	R
"""Tragopogon pratensis L."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Tragopogon pratensis subsp. minor (Mill.) Wahlenb."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Tragus racemosus (L.) All."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Trapa natans L."""	0	1	0	0	0	0		1	0	8.3	0	0	8.3	0	0	8.3	1	8.3	1								0		
"""Traunsteinera globosa (L.) Rchb."""	0	0	0	0	0	1	symp	1	0	2.5	5	0	2.5	5	0	7.5	3.7	7.5	3.7	16	1	1	1	0.5	3	0	0		
"""Trichophorum alpinum (L.) Pers."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	2.7	2.7	4.7	3	0	0		
"""Trichophorum cespitosum (L.) Hartm."""	0	0	0	0	0	1	symp	1	0	2.5	15	0	2.5	15	0	17.5	4.4	17.5	4.4	10	4	3.5	3.5	0.5	4	0	0		
"""Trientalis europaea L."""	0	0	0	0	0	1	symp	1	0	5	10.7	0	5	10.7	0	15.7	3.7	15.7	3.7	12	1	6	6	16.4	5	0	0		
"""Trifolium alpestre L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	21	15	20	4	41	8.2								1	2	R
"""Trifolium alpinum L."""	0	0	1	0	1	0	monop	1	1		15	0		15	0	15	5	15	5								0		
"""Trifolium arvense L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Trifolium aureum Pollich"""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Trifolium badium Schreb."""	0	0	1	1	0	0		2	1	5	4.3	0	5	4.3	0	9.3	2.8	9.3	2.8								0		
"""Trifolium campestre Schreb."""	0	1	0	0	0	0		1	1	5.8	2.5	0	5.8	2.5	0	8.3	2.2	8.3	2.2								0		
"""Trifolium dubium Sibth."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Trifolium fragiferum L."""	0	0	0	0	0	1	monop	1	0	15	0	0	15	0	0	15	1	15	1	1	1.7	1.8	1.8	16.9	4	0	0		
"""Trifolium hybridum L."""	0	0	1	0	1	0	symp	1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Trifolium incarnatum L."""	0	1	0	0	0	0		1	1	3.8	0	0	3.8	0	0	3.8	1	3.8	1								0		
"""Trifolium lupinaster L."""	0	0	1	0	1	0			1							0		0									0		
"""Trifolium medium L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Trifolium micranthum Viv."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Trifolium montanum L."""	0	0	1	0	1	0	monop	1	1	5	15	0	5	19.3	15	20	4	39.3	8.3								1	3	R
"""Trifolium noricum Wulfen"""	0	0	0	0	0	1				5	15	0	5	15	0	20	4	20	4	9						0	0		
"""Trifolium ochroleucon Huds."""	0	0	1	0	1	0	symp	2	1	5	11.3	0	5	11.3	0	16.3	3.8	16.3	3.8								0		
"""Trifolium ornithopodioides L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Trifolium pallescens Schreb."""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Trifolium pannonicum Jacq."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Trifolium pratense L."""	0	0	1	0	1	0	monop	1	1	5	7.9	0	5	7.9	0	12.9	3.4	12.9	3.4								0		
"""Trifolium repens L."""	0	0	0	0	0	1	monop	1	0	15	0	0	15	0	0	15	1	15	1	1	1.9	3.9	3.9	26.5	6	0	1	3	R
"""Trifolium resupinatum L."""	0	1	0	0	0	0		1	1	10	0	0	10	0	0	10	1	10	1								0		
"""Trifolium retusum L."""	0	0	1	0	1	0	symp	1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Trifolium rubens L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Trifolium saxatile All."""	0	1	0	0	0	0			1	5	0	0	5	0	0	5	1	5	1								0		
"""Trifolium scabrum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Trifolium spadiceum L."""	0	1	0	0	0	0		1	1	3.3	1.7	0	3.3	1.7	0	5	2.3	5	2.3								0		
"""Trifolium striatum L."""	0	1	0	0	0	0		1	1	3.3	1.3	0	3.3	1.3	0	4.6	2.1	4.6	2.1								0		
"""Trifolium subterraneum L."""	0	1	0	0	0	0			1	5	0	0	5	0	0	5	1	5	1								0		
"""Trifolium thalii Vill."""	0	0	1	0	1	0	monop	1	1	8.3	8.3	0	8.3	8.3	0	16.7	3	16.7	3								0		
"""Triglochin maritima L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Triglochin palustris L."""	0	0	0	0	0	1	symp	1	0	1.3	12.5	0	1.3	12.5	0	13.8	4.6	13.8	4.6	9	1.5	4.3	4.3	6.8	5	0	0		
"""Trigonella caerulea (L.) Ser."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Trigonella foenum-graecum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Trinia glauca (L.) Dumort."""	0	0	1	1	0	0		2	1	5	11	0	5	11	0	16	3.8	16	3.8								0		
"""Tripleurospermum inodorum (L.) Sch. Bip."""	0	1	0	0	0	0		1	1	2.5	2.5	0	2.5	2.5	0	5	3	5	3								0		
"""Tripolium pannonicum (Jacq.) Dobrocz."""	0	0	0	0	0	1	symp	2	0	5	10	0	5	10	0	15	3.7	15	3.7	9	4	3.5	3.5	0.5	4	0	0		
"""Trisetum argenteum (Willd.) Roem. & Schult."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	3.5	3.5	6.8	5	0	0		
"""Trisetum distichophyllum agg."""	0	0	0	0	0	1	symp	2	0	5	11.7	10	5	11.7	10	26.7	8	26.7	8	10	4	6	6	26.5	6	0	0		
"""Trisetum flavescens (L.) P. Beauv."""	0	0	0	0	0	1	symp	1	0	8.3	8.3	0	8.3	8.3	0	16.7	3	16.7	3	9	4	2	2	6.8	4	0	0		
"""Trisetum spicatum subsp. ovatipaniculatum Hultén ex Jonsell"""	0	0	0	0	0	1	symp	2	0	7.5	8.8	0	7.5	8.8	0	16.3	3.2	16.3	3.2	9	3.5	3.5	3.5	3.6	4	0	0		
"""Triticum aestivum L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Trollius altissimus Crantz"""	0	0	0	0	0	1	symp	2	0	5	13.3	0	5	13.3	0	18.3	3.9	18.3	3.9	9	3.3	1.8	1.8	0.5	3	0	0		
"""Tuberaria guttata (L.) Fourr."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Tulipa sylvestris L."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	1	1	1	0.5	3	0	0		
"""Tulipa x gesneriana L."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	1	1	1	0.5	3	0	0		
"""Turgenia latifolia (L.) Hoffm."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Turritis glabra L."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Tussilago farfara L."""	0	0	0	0	0	1	symp	2	0	5	15	4.3	5	15	4.3	24.3	5.9	24.3	5.9	10	2.7	5.2	5.2	29.9	6	0	0		
"""Typha angustifolia L."""	0	0	0	0	0	1	symp	1	0	5	15	7.5	5	15	7.5	27.5	7	27.5	7	10	4	4.8	4.8	26.5	6	0	0		
"""Typha latifolia L."""	0	0	0	0	0	1	symp	1	0	5	15	9	5	15	9	29	7.4	29	7.4	10	3.5	5	5	31	6	0	0		
"""Typha minima Hoppe"""	0	0	0	0	0	1	symp	2	0	0	15	0	0	15	0	15	5	15	5	10	4	3.5	3.5	26.5	6	0	0		
"""Typha shuttleworthii W. D. J. Koch et Sond."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	3.5	3.5	26.5	6	0	0		
"""Typha x glauca Godr."""	0	0	0	0	0	1					15			15		15	5	15	5	10	4	6	6	13		0	0		
"""Ulex gallii Planch."""	1	0	0	0	0	0			1	15	0	0	15	0	0	15	1	15	1								0		
"""Ulex minor Roth"""	1	0	0	0	0	0			1	15	0	0	15	0	0	15	1	15	1								0		
"""Ulmus glabra Huds."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10	15							1	3	F
"""Ulmus laevis Pall."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10	15							1	3	F
"""Ulmus minor Mill."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10	15							1	3	F
"""Urtica cannabina L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	0.5	4	0	0		
"""Urtica dioica L."""	0	0	0	0	0	1	symp	1	0	5	15	4.5	5	15	4.5	24.5	6	24.5	6	10	3.7	5.4	5.4	32.6	6	0	0		
"""Urtica kioviensis Rogow."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	40	6	0	0		
"""Urtica pilulifera L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Urtica urens L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Utricularia australis R. Br."""	0	0	0	0	0	1	monop	1	0	5	0	0	5	0	0	5	1	5	1	2	1	6	6		7	1	0		
"""Utricularia bremii Heer"""	0	0	0	0	0	1	monop	1	0	5	0	0	5	0	0	5	1	5	1	2	1	6	6		7	1	0		
"""Utricularia intermedia Hayne"""	0	0	0	0	0	1	monop	1	0	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3	2	1	6	6		7	1	0		
"""Utricularia minor agg. """	0	0	0	0	0	1	monop	1	0	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3	2	1	6	6		7	1	0		
"""Utricularia ochroleuca R. W. Hartm."""	0	0	0	0	0	1	monop	1	0	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3	2	1	6	6		7	1	0		
"""Utricularia vulgaris L."""	0	0	0	0	0	1	monop	1	0	5	0	0	5	0	0	5	1	5	1	2	1	6	6		7	1	0		
"""Vaccaria hispanica (Mill.) Rauschert"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Vaccinium macrocarpon Aiton"""	0	0	0	0	0	1	symp	2	0	15	15	0	15	15	0	30	3	30	3	1	4		0	13	2	0	0		
"""Vaccinium microcarpum (Rupr.) Schmalh."""	0	0	0	0	0	1				15	15	0	15	15	0	30	3	30	3	9	4	1	1	13		0	0		
"""Vaccinium myrtillus L."""	0	0	0	0	0	1	symp	2	0	5	15	5	5	15	5	25	6.2	25	6.2	10	4	0.5	0.6	19.8	4	0	0		
"""Vaccinium oxycoccos L."""	0	0	0	0	0	1	symp	2	0	15	15	0	15	15	0	30	3	30	3	1	4	0.5	0.5	13	3	0	0		
"""Vaccinium uliginosum L."""	0	0	0	0	0	1	symp	2	0	9.3	15	4.3	9.3	15	4.3	28.6	5.2	28.6	5.2	10	4	3.5	3.5	23.8	5	0	0		
"""Vaccinium vitis-idaea L."""	0	0	0	0	0	1	symp	2	0	6.7	15	3.8	6.7	15	3.8	25.4	5.4	25.4	5.4	10	3.2	0.5	0.5	18.4	3	0	0		
"""Valeriana celtica L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Valeriana dioica L."""	0	0	0	0	0	1	symp	2	0	10	10	0	10	10	0	20	3	20	3	9	2	1	1	6.8	4	0	0		
"""Valeriana elongata Jacq."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Valeriana excelsa subsp. sambucifolia (J. C. Mikan ex Pohl) Holub"""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	10	2	1	1	13	4	0	0		
"""Valeriana montana L."""	0	0	0	0	0	1	symp	2	0	5	15	11.3	5	15	11.3	31.3	8	31.3	8	9	4	0.7	0.7	6.8	3	0	1	3	R
"""Valeriana officinalis agg. """	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	1.6	2.4	2.4	11.2	4	0	0		
"""Valeriana saxatilis L."""	0	0	0	0	0	1	symp	2	0	10	10	0	10	10	0	20	3	20	3	9	3	1	1	6.8	4	0	1	3	R
"""Valeriana supina Ard."""	0	0	1	0	1	0	symp	2	1	5	15	7.5	5	18	12.5	27.5	7	35.5	8								1	3	F
"""Valeriana tripteris L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								1	2	R
"""Valerianella carinata Loisel."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Valerianella coronata (L.) DC."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Valerianella dentata (L.) Pollich"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Valerianella eriocarpa Desv."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Valerianella locusta (L.) Laterr."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Valerianella rimosa Bastard"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Vallisneria spiralis L."""	0	0	0	0	0	1	symp	2	0	8.3	5	0	8.3	5	0	13.3	2.5	13.3	2.5	1	1.3	3.5	3.5	8.8	5	0	0		
"""Ventenata dubia (Leers) Coss."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Veratrum album L. subsp. album """	0	0	0	0	0	1	symp	2	0	2	15	0	2	15	0	17	4.5	17	4.5	9	3.5	0.7	0.7	0.5	2	0	0		
"""Veratrum nigrum L."""	0	0	0	0	0	1			0	0	15	0	0	15	0	15	5	15	5	9	4	0.5	0.5	4.7	2	0	0		
"""Verbascum blattaria L."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Verbascum densiflorum Bertol."""	0	0	1	1	0	0		2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Verbascum lychnitis L."""	0	0	1	1	0	0		2	1	5	6.7	0	5	6.7	0	11.7	3.3	11.7	3.3								0		
"""Verbascum nigrum L."""	0	0	1	0	1	0	symp	2	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								1	2	R
"""Verbascum phlomoides L."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Verbascum phoeniceum L."""	0	0	1	0	1	0	symp	2	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								0		
"""Verbascum pulverulentum Vill."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Verbascum thapsus L."""	0	0	1	1	0	0		2	1	5	8.3	0	5	8.3	0	13.3	3.5	13.3	3.5								0		
"""Verbena officinalis L."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Veronica acinifolia L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica agrestis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica alpina L."""	0	0	0	0	0	1	symp	1	0	5	13	0	5	13	0	18	3.9	18	3.9	10	3.5	3	3	5.5	3	0	0		
"""Veronica anagallis-aquatica agg. """	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica anagalloides Guss."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica aphylla L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	3	1.6	1.6	8.3	4	0	0		
"""Veronica arvensis L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica austriaca L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Veronica beccabunga L."""	0	0	0	0	0	1	symp	1	0	15	3.8	0	15	3.8	0	18.8	1.8	18.8	1.8	1	2	3.9	3.9	13	5	0	0		
"""Veronica bellidioides L."""	0	0	0	0	0	1	symp	2	0	11.7	10	0	11.7	10	0	21.7	2.8	21.7	2.8	9	4	0.8	0.8	8.8	4	0	0		
"""Veronica catenata Pennell"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica chamaedrys L."""	0	0	0	0	0	1	symp	1	0	9	15	0	9	15	0	24	3.5	24	3.5	1	2.9	2.1	2.1	13	4	0	0		
"""Veronica dillenii Crantz"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica filiformis Sm."""	0	0	0	0	0	1	symp	1	0	15	0	0	15	0	0	15	1	15	1	1	4	6	6	13	5	0	0		
"""Veronica fruticans Jacq."""	0	0	0	0	0	1	symp	2	0	8.3	11.7	0	8.3	11.7	0	20	3.3	20	3.3	9	4	6	6	0.5	4	0	0		
"""Veronica fruticulosa L."""	0	0	1	0	1	0	symp	2	1	11.7	6.7	0	11.7	6.7	0	18.3	2.5	18.3	2.5								0		
"""Veronica hederifolia agg. """	0	1	0	0	0	0		1	1	2.5	0	0	2.5	0	0	2.5	1	2.5	1								0		
"""Veronica maritima L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2.5	2.3	2.3	9.9	4	0	0		
"""Veronica montana L."""	0	0	0	0	0	1	symp	1	0	10	2.5	0	10	2.5	0	12.5	1.8	12.5	1.8	1	2	3.5	3.5	13	5	0	0		
"""Veronica officinalis L."""	0	0	0	0	0	1	monop	1	0	13.3	5	0	13.3	5	0	18.3	2.1	18.3	2.1	1	3	0.7	0.7	13	3	0	0		
"""Veronica opaca Fr."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica peregrina L. subsp. peregrina """	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica persica Poir."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica polita Fr."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica praecox All."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Veronica prostrata L."""	0	0	0	0	0	1	symp	1		15	0	0	15	0	0	15	1	15	1	1	4	1	1	13	4	0	0		
"""Veronica scutellata L."""	0	0	0	0	0	1	symp	1	0	15	0	0	15	0	0	15	1	15	1	1	1	6	6	13	5	0	0		
"""Veronica serpyllifolia L."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	1	1	1	13	4	0	0		
"""Veronica spicata L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
