Species_name	woody	annual	perennialnonclonal	monocarpic	polycarpic	clonal	branching	cyclicity	Primaryroot	BB0	BB0_mn10	BB_gtmn10	BB0R	BB0_mn10R	BB_gtmn10R	BBsize	BBdepth	BBRsize	BBRdepth	finalCGO	persistence	offspring	offspring_wsmall	spread	clonalindex	dispersibility	Rsprouter	PositionRB	RoleRB
"""Linum perenne L."""	0	0	1	0	1	0	symp	1	1	5	8.3	0	5	15.8	15	13.3	3.5	35.8	8.6								1	3	F
"""Linum tenuifolium L."""	0	0	1	0	1	0	symp	1	1	5	7.5	0	5	13.9	15	12.5	3.4	33.9	8.8								1	3	F
"""Linum usitatissimum L."""	0	1	0	0	0	0		1	1	2.5	0	0	10	0	0	2.5	1	10	1								1	1	R
"""Linum viscosum L."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Liparis loeselii (L.) Rich."""	0	0	0	0	0	1	symp	1	0	5	7.5	0	5	7.5	0	12.5	3.4	12.5	3.4	12	3.5	1	1.8	6.8	4	1	0		
"""Listera cordata (L.) R. Br."""	0	0	0	0	0	1	symp	1	0	5	9	0	5	15.7	15	14	3.6	35.7	8.6	10	3.2	1	2.9	8.3	3	0	1	3	F
"""Listera ovata (L.) R. Br."""	0	0	0	0	0	1	symp	1	0	5	12.5	1.3	5	18.9	12.5	18.8	4.6	36.4	7.9	10	4	1	2.3	9.6	3	0	1	3	F
"""Lithospermum officinale L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Littorella uniflora (L.) Asch."""	0	0	0	0	0	1	symp	1	0	15	5	0	15	5	0	20	2	20	2	1	1.5	4.8	4.8	9.9	5	0	0		
"""Lloydia serotina (L.) Rchb."""	0	0	0	0	0	1	symp	2	0	1.7	5	0	1.7	5	0	6.7	4	6.7	4	13	1.8	1	1.8	4.7	3	0	0		
"""Lobelia dortmanna L."""	0	0	0	0	0	1	symp	2	0	5	11	0	5	11	0	16	3.8	16	3.8	9	3.3	0.8	0.9	0.5	3	0	0		
"""Lobularia maritima (L.) Desv."""	0	0	1	0	1	0	symp	1	1	5	7.5	0	5	7.5	0	12.5	3.4	12.5	3.4								0		
"""Lolium multiflorum Lam."""	0	0	0	0	0	1	symp	2	0	5	1	0	5	1	0	6	1.7	6	1.7	10	1.8	6	6	6	4	0	0		
"""Lolium perenne L."""	0	0	0	0	0	1	symp	2	0	6.4	7.1	0	6.4	7.1	0	13.6	3.1	13.6	3.1	9	3.7	4.3	4.3	4.1	4	0	0		
"""Lolium remotum Schrank"""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Lolium temulentum L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Lomatogonium carinthiacum (Wulfen) Rchb."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Lonicera caprifolium L."""	1	0	0	0	0	0				5	15	5	5	15	5	25	6.2	25	6.2								0		
"""Lonicera nigra L."""	1	0	0	0	0	0				0	5	5	0	5	5	10	10	10	10								0		
"""Lonicera periclymenum L."""	1	0	0	0	0	0				5	5	5	5	5	5	15	7	15	7								0		
"""Lonicera xylosteum L."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10								1	3	R
"""Loranthus europaeus Jacq."""	1	0	0	0	0	0				0	0	0	0	0	0	0		0		15							1	1	O
"""Lotus alpinus (DC.) Ramond"""	0	0	1	0	1	0	symp	2	1	10	2.5	0	10	2.5	0	12.5	1.8	12.5	1.8								0		
"""Lotus corniculatus L."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	13.3	15	15	3.7	33.3	8.9								1	3	F
"""Lotus maritimus L."""	0	0	1	0	1	0	symp	2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Lotus pedunculatus Cav."""	0	0	1	0	1	0	symp	1	1	9	11	0	9	11	0	20	3.2	20	3.2								0		
"""Lotus tenuis Willd."""	0	0	1	0	1	0	symp	1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Ludwigia palustris (L.) Elliott"""	0	1	0	0	0	0		1	0	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7								0		
"""Lunaria annua L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Lunaria rediviva L."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Lupinus angustifolius L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Lupinus luteus L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Lupinus polyphyllus Lindl."""	0	0	1	0	1	0	symp	1	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Luronium natans (L.) Rafin."""	0	0	0	0	0	1	symp	2	0	5	6.7	0	5	6.7	0	11.7	3.3	11.7	3.3	1	1.3	4.8	4.8	9.9	5	1	0		
"""Luzula alpinopilosa (Chaix) Breistr."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Luzula campestris (L.) DC."""	0	0	0	0	0	1	symp	2	0	6.7	15	0	6.7	15	0	21.7	3.8	21.7	3.8	10	3.6	1	1	8	4	0	0		
"""Luzula confusa Lindeb."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Luzula desvauxii Kunth"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Luzula forsteri (Sm.) DC."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Luzula glabrata (Hoppe) Desv."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	0.8	0.8	8.8	4	0	0		
"""Luzula lutea (All.) DC."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	10	4			13		0	0		
"""Luzula luzulina (Vill.) Racib."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	3.3	3.3	8.8	5	0	0		
"""Luzula luzuloides (Lam.) Dandy et Wilmott"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	13	4	0	0		
"""Luzula multiflora (Ehrh.) Lej."""	0	0	0	0	0	1			0	5	15	0	5	15	0	20	4	20	4	9	4	6	6	0.5	4	0	0		
"""Luzula multiflora subsp. frigida (Buchenau) V. I. Krecz."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Luzula nivea (L.) DC."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	2	2	8	3	0	0		
"""Luzula pilosa (L.) Willd."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	4	2	2	8.8	4	0	0		
"""Luzula spicata (L.) DC."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	3.5	3.5	3.6	4	0	0		
"""Luzula sudetica (Willd.) Schult."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	8.8	4	0	0		
"""Luzula sylvatica (Huds.) Gaudin"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	0.8	0.8	9.9	4	0	0		
"""Lychnis chalcedonica L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Lychnis coronaria (L.) Desr."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Lychnis flos-cuculi L."""	0	0	1	0	1	0	symp	2	1	6.4	10.7	0	6.4	10.7	0	17.1	3.5	17.1	3.5								0		
"""Lycium barbarum L."""	1	0	0	0	0	0				5	15	0	5	26.3	15	20	4	46.3	7.8	15							1	3	F
"""Lycium chinense Mill."""	1	0	0	0	0	0				0	5	5	0	20	20	10	10	40	10	15							1	3	F
"""Lycopodiella inundata (L.) Holub"""	0	0	0	0	0	1			0	11.7	0	0	11.7	15	15	11.7	1	41.7	7.5	1	3	3.3	3.3	13	5	0	1	3	F
"""Lycopodium annotinum L."""	0	0	0	0	0	1	symp	2	0	15	2.5	0	15	2.5	0	17.5	1.6	17.5	1.6	1	4	2.3	2.3	22	3	0	0		
"""Lycopodium clavatum L."""	0	0	0	0	0	1			0	15	0	0	15	0	0	15	1	15	1	1	4	0.5	1.9	13	3	1	0		
"""Lycopsis arvensis agg. """	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Lycopus europaeus L."""	0	0	0	0	0	1	symp	1	0	4	15	0	4	15	0	19	4.2	19	4.2	12	1	6	6	18.4	5	0	0		
"""Lycopus exaltatus L. f."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	12	1	6	6	13	5	0	0		
"""Lysimachia nemorum L."""	0	0	0	0	0	1	monop	1	0	15	0	0	15	0	0	15	1	15	1	1	2	4.2	4.2	13	5	0	0		
"""Lysimachia nummularia L."""	0	0	0	0	0	1	monop	1	0	15	3.3	0	15	3.3	0	18.3	1.7	18.3	1.7	1	2.6	3.9	3.9	14.5	5	0	0		
"""Lysimachia punctata L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1	6	6	13	5	0	0		
"""Lysimachia thyrsiflora L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1	6	6	13	5	0	0		
"""Lysimachia vulgaris L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	1.7	5.3	5.3	16.9	5	0	1	3	R
"""Lythrum hyssopifolia L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Lythrum salicaria L."""	0	0	1	0	1	0	symp	1	1	5	11.7	0	5	11.7	0	16.7	3.8	16.7	3.8								0		
"""Lythrum virgatum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	3.5	3.5	6.8	5	0	0		
"""Mahonia aquifolium (Pursh) Nutt."""	1	0	0	0	0	0				15	15	0	15	15	0	30	3	30	3								0		
"""Maianthemum bifolium (L.) F. W. Schmidt"""	0	0	0	0	0	1	symp	2	0	4	15	0	4	15	0	19	4.2	19	4.2	10	4	1.9	1.9	13.3	4	0	0		
"""Malaxis monophyllos (L.) Sw."""	0	0	0	0	0	1	symp	1	0	5	0	0	5	0	0	5	1	5	1	12	2.4	1	1.6	0.5	3	1	0		
"""Malus sylvestris Mill."""	1	0	0	0	0	0				0	0	0	0	0	0	0		0		15							1	3	F
"""Malva alcea L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Malva moschata L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Malva neglecta Wallr."""	0	1	0	0	0	0		1	1	15	0	0	15	0	0	15	1	15	1								0		
"""Malva pusilla Sm."""	0	1	0	0	0	0		1	1	15	0	0	15	0	0	15	1	15	1								0		
"""Malva sylvestris L."""	0	0	1	1	0	0		1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Malva verticillata L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Marrubium peregrinum L."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Marrubium vulgare L."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Marsilea quadrifolia L."""	0	0	0	0	0	1			0	10	5	0	10	5	0	15	2.3	15	2.3	10	2	0.5	0.5	13	3	0	0		
"""Matricaria chamomilla L."""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Matricaria discoidea DC."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Matteuccia struthiopteris (L.) Tod."""	0	0	0	0	0	1	dich	1	0	0	15	0	0	15	0	15	5	15	5	10	4	0.5	0.8	20.3	4	0	0		
"""Matthiola incana (L.) W. T. Aiton"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Medicago arabica (L.) Huds."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Medicago falcata L."""	0	0	1	0	1	0	symp	1	1	5	15	0	5	18.8	15	20	4	38.8	8.4								1	3	F
"""Medicago lupulina L."""	0	1	0	0	0	0		1	1	5	4	0	5	9	0	9	2.8	14	3.6								1	2	F
"""Medicago minima (L.) L."""	0	1	0	0	0	0		1	1	3.3	0	0	3.3	0	0	3.3	1	3.3	1								0		
"""Medicago polymorpha L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Medicago sativa agg. """	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Melampyrum arvense L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Melampyrum barbatum Waldst. et Kit. ex Willd."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Melampyrum cristatum L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Melampyrum nemorosum L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Melampyrum pratense L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Melampyrum sylvaticum L."""	0	1	0	0	0	0		1	1	0	0	0	0	0	0	0		0									0		
"""Melica ciliata L. subsp. ciliata """	0	0	0	0	0	1	symp	1	0	5	10	0	5	10	0	15	3.7	15	3.7	10	4	3.5	3.5	6.8	5	0	0		
"""Melica nutans L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	9	4	2.3	2.3	9.9	4	0	0		
"""Melica picta K. Koch"""	0	0	0	0	0	1	symp	2	0	5	5	0	5	5	0	10	3	10	3	9	4	3.5	3.5	6.8	5	0	0		
"""Melica transsilvanica Schur"""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	9	4	1	1	0.5	3	0	0		
"""Melica uniflora Retz."""	0	0	0	0	0	1	symp	1	0	5	12.5	0	5	12.5	0	17.5	3.9	17.5	3.9	9	4	3.5	3.5	10.5	5	0	0		
"""Melilotus albus Medik."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Melilotus altissimus Thuill."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Melilotus dentatus (Waldst. et Kit.) Pers."""	0	1	0	0	0	0		1	1	3.8	2.5	0	3.8	2.5	0	6.3	2.6	6.3	2.6								0		
"""Melilotus indicus (L.) All."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Melilotus officinalis (L.) Lam."""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Melissa officinalis L."""	0	0	1	0	1	0	symp	1	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Melittis melissophyllum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	0.5	3	0	0		
"""Mentha aquatica L."""	0	0	0	0	0	1	symp	1	0	8.3	11.7	0	8.3	11.7	0	20	3.3	20	3.3	10	1.7	6	6	13	5	0	0		
"""Mentha arvensis L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2.5	6	6	13	5	0	0		
"""Mentha longifolia (L.) Huds."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	2.4	4	4	18.4	5	0	0		
"""Mentha pulegium L."""	0	0	0	0	0	1	symp	2	0	15	0	0	15	0	0	15	1	15	1	1	1.5	6	6	13	5	0	0		
"""Mentha spicata L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Mentha suaveolens Ehrh."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Mentha x piperita L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Mentha x verticillata L."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	10	2	6	6	13	5	0	0		
"""Menyanthes trifoliata L."""	0	0	0	0	0	1	monop	1	0	10	11.3	0	10	11.3	0	21.3	3.1	21.3	3.1	9	4	0.9	0.9	13	4	0	1	3	R
"""Mercurialis annua L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Mercurialis ovata Sternb. et Hoppe"""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	6	6	13	5	0	0		
"""Mercurialis perennis L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	2.4	2.4	16.6	4	0	0		
"""Mertensia maritima (L.) Gray"""	0	0	1	0	1	0	symp	1	1	5	15	0	5	22.5	15	20	4	42.5	8.1								1	2	R
"""Mespilus germanica L."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10								1	3	R
"""Meum athamanticum Jacq."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Mibora minima (L.) Desv."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Microrrhinum minus (L.) Fourr."""	0	1	0	0	0	0		1	1	1.7	0	0	9.2	0	0	1.7	1	9.2	1								1	1	F
"""Microthlaspi perfoliatum (L.) F. K. Mey."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Milium effusum L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	1	1	6.8	4	0	0		
"""Mimulus guttatus DC."""	0	0	0	0	0	1	symp	2	0	5	0	0	5	0	0	5	1	5	1	1	2	1	1	13	4	0	0		
"""Mimulus moschatus Lindl."""	0	0	0	0	0	1	symp	2	0	5	0	0	5	0	0	5	1	5	1	1	2	1	1	13	4	0	0		
"""Minuartia austriaca (Jacq.) Hayek"""	0	0	1	0	1	0	symp	2	1	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7								0		
"""Minuartia biflora (L.) Schinz & Thell."""	0	0	1	0	1	0	symp	2	1	5	10	0	5	10	0	15	3.7	15	3.7								0		
"""Minuartia cherlerioides (Hoppe) Bech."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Minuartia hybrida (Vill.) Schischk."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Minuartia rubra (Scop.) McNeill"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Minuartia rupestris (Scop.) Schinz & Thell."""	0	0	1	0	1	0	symp	2	1	15	7.5	0	15	7.5	0	22.5	2.3	22.5	2.3								0		
"""Minuartia sedoides (L.) Hiern"""	0	0	1	0	1	0	symp	2	1	12.5	3.8	0	12.5	3.8	0	16.3	1.9	16.3	1.9								0		
"""Minuartia setacea (Thuill.) Hayek"""	0	0	1	0	1	0	symp	2	1	15	15	0	15	15	0	30	3	30	3								0		
"""Minuartia stricta (Sw.) Hiern"""	0	0	1	0	1	0	symp	2	1	10	10	0	10	10	0	20	3	20	3								0		
"""Minuartia verna (L.) Hiern s. l."""	0	0	1	0	1	0	symp	2	1	10	7.5	0	10	15	15	17.5	2.7	40	7.8								1	2	F
"""Minuartia viscosa (Schreb.) Schinz et Thell."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Misopates orontium (L.) Rafin."""	0	1	0	0	0	0		1	1	2.5	0	0	10	0	0	2.5	1	10	1								1	1	F
"""Moehringia ciliata (Scop.) Dalla Torre"""	0	0	1	0	1	0			1	15	5	0	15	5	0	20	2	20	2								0		
"""Moehringia muscosa L."""	0	0	1	0	1	0			1	15	5	0	15	5	0	20	2	20	2								0		
"""Moehringia trinervia (L.) Clairv."""	0	1	0	0	0	0		1	1	5	15	0	5	15	0	20	4	20	4								0		
"""Moenchia erecta (L.) G. Gaertn. et al."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Molinia arundinacea Schrank"""	0	0	0	0	0	1	symp	1	0	2.5	15	0	2.5	15	0	17.5	4.4	17.5	4.4	10	4	1	1	0.5	3	0	0		
"""Molinia caerulea (L.) Moench"""	0	0	0	0	0	1	symp	1	0	3.6	11.3	0	3.6	11.3	0	14.8	4	14.8	4	10	3.7	1.8	1.8	2.3	3	0	0		
"""Monarda didyma L."""	0	0	0	0	0	1	symp	1	0	5	15	0	5	15	0	20	4	20	4	10	4	3.5	3.5	13	5	0	0		
"""Moneses uniflora (L.) A. Gray"""	0	0	0	0	0	1	symp	2	0	5	2.1	0	5	12.6	15	7.1	2.2	32.6	9	15	4	0.7	0.7	13	3	0	1	3	O
"""Monotropa hypophegea Wallr."""	0	0	0	0	0	1	symp	1	0	5	5	5	5	5	12.5	15	7	22.5	9.7	15		1	1	0.5	3	0	1	3	O
"""Monotropa hypopitys agg. """	0	0	0	0	0	1	symp	1	0	5	5	5	5	12.5	14	15	7	31.5	8.8	15	4	2.5	2.5	0.5	4	0	1	3	O
"""Montia fontana agg. """	0	1	0	0	0	0		1	1	10	0	0	10	0	0	10	1	10	1								0		
"""Morus alba L."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10	15							1	3	F
"""Morus nigra L."""	1	0	0	0	0	0				0	0	0	0	15	15	0		30	10	15							1	3	F
"""Muscari botryoides (L.) Mill."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	2.5	1	2.3	0.5	3	0	0		
"""Muscari comosum (L.) Mill."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	1	1	3	0.5	3	0	0		
"""Muscari neglectum Ten."""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13		1	1	0.5	3	0	0		
"""Muscari tenuiflorum Tausch"""	0	0	0	0	0	1	symp	1	0	0	5	0	0	5	0	5	5	5	5	13	1	1	1	0.5	3	0	0		
"""Myagrum perfoliatum L."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Mycelis muralis (L.) Dumort."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	17.5	15	20	4	37.5	8.5	9	2.8	1	1	3	3	0	1	3	F
"""Myosotis alpestris F. W. Schmidt"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Myosotis arvensis (L.) Hill"""	0	1	0	0	0	0		1	1	3.3	1.7	0	3.3	1.7	0	5	2.3	5	2.3								0		
"""Myosotis caespitosa Schultz"""	0	0	1	1	0	0		2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Myosotis decumbens Host"""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Myosotis discolor Pers."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Myosotis nemorosa Besser"""	0	0	1	0	1	0			1	5	15	0	5	15	0	20	4	20	4								0		
"""Myosotis palustris (L.) L."""	0	0	0	0	0	1	symp	1	0	7.5	8.8	0	7.5	8.8	0	16.3	3.2	16.3	3.2	10	2	3.5	3.5	6.8	5	0	0		
"""Myosotis ramosissima Rochel"""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Myosotis rehsteineri Wartm."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	1	1	0.5	3	0	0		
"""Myosotis sparsiflora J. C. Mikan ex Pohl"""	0	1	0	0	0	0		1	1	5	2.5	0	5	2.5	0	7.5	2.3	7.5	2.3								0		
"""Myosotis stricta Roem. et Schult."""	0	1	0	0	0	0		1	1	5	0	0	5	0	0	5	1	5	1								0		
"""Myosotis sylvatica Hoffm."""	0	0	1	0	1	0	symp	2	1	5	5	0	5	5	0	10	3	10	3								0		
"""Myosoton aquaticum (L.) Moench"""	0	0	0	0	0	1	symp	1	0	15	15	0	15	15	0	30	3	30	3	1	2	1	1	13	4	0	0		
"""Myosurus minimus L."""	0	1	0	0	0	0		1	0	5	0	0	5	0	0	5	1	5	1								0		
"""Myrica gale L."""	1	0	0	0	0	0				5	10	10	5	17.5	17.5	25	8.2	40	8.9	15							1	3	F
"""Myriophyllum alterniflorum DC."""	0	0	0	0	0	1	symp	1	0	10	7.5	0	10	7.5	0	17.5	2.7	17.5	2.7	1	1	3.5	3.5	13	5	1	0		
"""Myriophyllum spicatum L."""	0	0	0	0	0	1	symp	1	0	8.3	5	0	8.3	5	0	13.3	2.5	13.3	2.5	1	1	8	8	13	7	1	0		
"""Myriophyllum verticillatum L."""	0	0	0	0	0	1	symp	1	0	10	1.7	0	10	1.7	0	11.7	1.6	11.7	1.6	2	1	4.3	5.2	13	7	1	0		
"""Myrrhis odorata (L.) Scop."""	0	0	1	0	1	0	symp	2	1	5	15	0	5	15	0	20	4	20	4								0		
"""Najas flexilis (Willd.) Rostk. & W. L. E. Schmidt"""	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0		0									0		
"""Najas marina L."""	0	0	0	0	0	1	symp	1	0	2.5	0	0	2.5	0	0	2.5	1	2.5	1	2	1	6	6		7	1	0		
"""Najas minor All."""	0	1	0	0	0	0		1	0	0	0	0	0	0	0	0											0		
"""Narcissus poeticus L."""	0	0	0	0	0	1	monop	1	0	0	10	0	0	10	0	10	5	10	5	13	2	0.8	2.5	0.5	3	0	0		
"""Narcissus poeticus subsp. radiiflorus (Salisb.) Baker"""	0	0	0	0	0	1			0	0	5	0	0	5	0	5	5	5	5	13	4	1	1	0.5	3	0	0		
"""Narcissus pseudonarcissus L."""	0	0	0	0	0	1	monop	1	0	0	7.5	0	0	7.5	0	7.5	5	7.5	5	13	3	2	3.3	0.5	2	0	0		
"""Nardus stricta L."""	0	0	0	0	0	1	symp	2	0	5	12.8	0	5	12.8	0	17.8	3.9	17.8	3.9	10	4	3.5	3.5	2.8	4	0	0		
"""Narthecium ossifragum (L.) Huds."""	0	0	0	0	0	1	symp	2	0	5	15	0	5	15	0	20	4	20	4	9	4	0.8	0.8	9.9	4	0	0		
"""Nasturtium microphyllum (Boenn.) Rchb."""	0	0	0	0	0	1	symp	1	0	15	0	0	15	0	0	15	1	15	1	1	2	3.5	3.5	13	5	0	0		
"""Nasturtium officinale agg. """	0	0	0	0	0	1	symp	1	0	15	0	0	15	0	0	15	1	15	1	1	2	4.3	4.3	13	5	0	0		
"""Neottia nidus-avis (L.) Rich."""	0	0	0	0	0	1	symp	1	0	5	8.3	0	5	16.9	15	13.3	3.5	36.9	8.5	10	3.3	0.7	0.7	5.5	2	0	1	3	F
"""Neottianthe cucullata (L.) Schltr."""	0	0	0	0	0	1	symp	1	0	5	5	0	5	5	0	10	3	10	3	16	1	1	1	0.5	3	0	0		
"""Nepeta cataria L."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Nepeta grandiflora M. Bieb."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
"""Nepeta nuda L."""	0	0	1	0	1	0	symp	1	1	5	5	0	5	5	0	10	3	10	3								0		
