name,nomenclature,synonym,family,group,legal,rlg,rlb,neophyte,l,t,k,f,fchange,r,n,biotopeTarget,ffh6510,ffh6210,specialTarget,seedAvailability,seeded
Sonchus_oleraceus,http://www.worldfloraonline.org/taxon/wfo-0000069236,NA,Asteraceae,herb,no,no,no,no,7,6,NA,4,NA,8,8,no,no,no,NA,NA,no
Stachys_officinalis,http://www.worldfloraonline.org/taxon/wfo-0000314333,Betonica_officinalis,Lamiaceae,herb,no,V,no,no,7,6,5,NA,chwet,NA,3,yes,no,no,NA,NA,no
Stachys_palustris,http://www.worldfloraonline.org/taxon/wfo-0000314357,NA,Lamiaceae,herb,no,no,no,no,7,5,NA,7,chwet,7,6,no,no,no,NA,NA,no
Stachys_sylvatica,http://www.worldfloraonline.org/taxon/wfo-0000314658,NA,Lamiaceae,herb,no,no,no,no,4,NA,3,7,no,7,7,no,no,no,NA,NA,no
Stellaria_graminea,http://www.worldfloraonline.org/taxon/wfo-0000436380,NA,Caryophyllaceae,herb,no,no,no,no,6,NA,NA,4,no,4,3,yes,yes,no,NA,no,no
Stellaria_media,http://www.worldfloraonline.org/taxon/wfo-0000436325,NA,Caryophyllaceae,herb,no,no,no,no,6,NA,NA,NA,no,7,8,no,no,no,NA,NA,no
Symphytum_officinale,http://www.worldfloraonline.org/taxon/wfo-0000432219,NA,Boraginaceae,herb,no,no,no,no,7,6,3,8,no,NA,8,no,no,no,NA,NA,no
Tanacetum_vulgare,http://www.worldfloraonline.org/taxon/wfo-0000114512,NA,Asteraceae,herb,no,no,no,no,8,6,4,5,no,8,5,no,no,no,NA,NA,no
Taraxacum_campylodes,http://www.worldfloraonline.org/taxon/wfo-0000093449,Taraxacum_officinale,Asteraceae,herb,no,no,no,no,7,NA,5,NA,no,NA,7,no,no,no,NA,NA,no
Thalictrum_minus,http://www.worldfloraonline.org/taxon/wfo-0000453930,NA,Ranunculaceae,herb,no,V,G,no,6,NA,7,3,no,8,3,no,no,no,NA,NA,no
Thlaspi_arvense,http://www.worldfloraonline.org/taxon/wfo-0000410873,NA,Brassicaceae,herb,no,no,no,no,6,5,NA,5,no,7,6,no,no,no,NA,NA,no
Thymus_praecox,http://www.worldfloraonline.org/taxon/wfo-0000324555,NA,Lamiaceae,herb,no,no,no,no,8,6,5,3,no,8,1,no,no,no,yes,yes,yes
Thymus_pulegioides,http://www.worldfloraonline.org/taxon/wfo-0000324607,NA,Lamiaceae,herb,no,no,no,no,8,NA,4,4,no,NA,1,no,no,no,NA,NA,no
Tragopogon_pratensis,http://www.worldfloraonline.org/taxon/wfo-0000080363,NA,Asteraceae,herb,no,no,no,no,7,6,3,4,no,7,6,yes,yes,no,NA,yes,yes
Trifolium_arvense,http://www.worldfloraonline.org/taxon/wfo-0000212967,NA,Fabaceae,legume,no,no,no,no,8,6,3,3,no,2,1,no,no,no,NA,NA,no
Trifolium_campestre,http://www.worldfloraonline.org/taxon/wfo-0000212979,NA,Fabaceae,legume,no,no,no,no,8,6,3,4,no,6,3,yes,yes,no,NA,no,no
Trifolium_dubium,http://www.worldfloraonline.org/taxon/wfo-0000212995,NA,Fabaceae,legume,no,no,no,no,6,6,3,5,no,6,5,yes,yes,no,NA,no,no
Trifolium_hybridum,http://www.worldfloraonline.org/taxon/wfo-0000213009,NA,Fabaceae,legume,no,no,no,yes,7,6,5,6,no,7,5,no,no,no,NA,NA,no
Trifolium_medium,http://www.worldfloraonline.org/taxon/wfo-0000213979,NA,Fabaceae,legume,no,no,no,no,7,6,4,4,no,6,3,no,no,no,NA,NA,no
Trifolium_montanum,http://www.worldfloraonline.org/taxon/wfo-0000213031,NA,Fabaceae,legume,no,V,no,no,8,NA,4,3,chwet,8,2,yes,no,yes,NA,yes,yes
Trifolium_pratense,http://www.worldfloraonline.org/taxon/wfo-0000213053,NA,Fabaceae,legume,no,no,no,no,7,NA,3,NA,no,NA,NA,yes,yes,no,NA,yes,yes
Trifolium_repens,http://www.worldfloraonline.org/taxon/wfo-0000213062,NA,Fabaceae,legume,no,no,no,no,8,NA,NA,5,no,6,6,no,no,no,NA,NA,no
Tripleurospermum_maritimum,http://www.worldfloraonline.org/taxon/wfo-0000063085,NA,Asteraceae,herb,no,no,no,no,9,6,3,6,flood,7,8,no,no,no,NA,NA,no
Trisetum_flavescens,http://www.worldfloraonline.org/taxon/wfo-0000905119,NA,Poaceae,top-grass,no,no,no,no,7,NA,5,NA,no,NA,5,yes,yes,no,NA,yes,yes
Triticum_spec,http://www.worldfloraonline.org/taxon/wfo-4000039397,NA,Poaceae,grass,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Tussilago_farfara,http://www.worldfloraonline.org/taxon/wfo-0000117140,NA,Asteraceae,herb,no,no,no,no,8,NA,3,6,chwet,8,NA,yes,no,no,NA,NA,no
Ulmus_laevis,http://www.worldfloraonline.org/taxon/wfo-0000416715,NA,Ulmaceae,tree,no,V,3,no,4,6,5,8,flood,7,7,no,no,no,NA,NA,no
Urtica_dioica,http://www.worldfloraonline.org/taxon/wfo-0000416616,NA,Urticaceae,herb,no,no,no,no,NA,NA,NA,6,no,7,8,no,no,no,NA,NA,no
Valeriana_officinalis,http://www.worldfloraonline.org/taxon/wfo-0000426953,NA,Caprifoliaceae,herb,no,no,no,no,7,6,5,8,chwet,7,5,no,no,no,NA,NA,no
Valerianella_spec,http://www.worldfloraonline.org/taxon/wfo-4000039960,NA,Caprifoliaceae,herb,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Verbascum_blattaria,http://www.worldfloraonline.org/taxon/wfo-0000420104,NA,Scrophulariaceae,herb,no,3,3,no,8,7,7,3,no,7,6,yes,no,no,NA,NA,no
Verbascum_densiflorum,http://www.worldfloraonline.org/taxon/wfo-0000420566,NA,Scrophulariaceae,herb,no,no,no,no,8,6,5,4,no,8,5,no,no,no,NA,NA,no
Verbascum_lychnitis,http://www.worldfloraonline.org/taxon/wfo-0000420406,NA,Scrophulariaceae,herb,no,no,no,no,7,6,5,3,no,7,3,yes,no,no,NA,yes,yes
Verbascum_nigrum,http://www.worldfloraonline.org/taxon/wfo-0000420517,NA,Scrophulariaceae,herb,no,no,no,no,7,5,5,5,no,7,7,yes,no,no,NA,NA,no
Verbascum_spec,http://www.worldfloraonline.org/taxon/wfo-4000040135,NA,Scrophulariaceae,herb,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Verbascum_thapsus,http://www.worldfloraonline.org/taxon/wfo-0000419130,NA,Scrophulariaceae,herb,no,no,no,no,8,NA,3,4,no,7,7,no,no,no,NA,NA,no
Verbena_officinalis,http://www.worldfloraonline.org/taxon/wfo-0000332143,NA,Verbenaceae,herb,no,no,no,no,9,6,3,5,no,7,7,no,no,no,NA,NA,no
Veronica_arvensis,http://www.worldfloraonline.org/taxon/wfo-0000419753,NA,Plantaginaceae,herb,no,no,no,no,7,6,3,4,no,6,NA,no,no,no,NA,NA,no
Veronica_chamaedrys,http://www.worldfloraonline.org/taxon/wfo-0000419437,NA,Plantaginaceae,herb,no,no,no,no,6,NA,NA,5,no,NA,NA,yes,yes,no,NA,yes,yes
Veronica_persica,http://www.worldfloraonline.org/taxon/wfo-0000425859,NA,Plantaginaceae,herb,no,no,no,yes,6,NA,3,5,no,7,7,no,no,no,NA,NA,no
Veronica_serpyllifolia,http://www.worldfloraonline.org/taxon/wfo-0000425204,NA,Plantaginaceae,herb,no,no,no,no,NA,NA,3,6,NA,5,NA,yes,yes,no,NA,no,no
Veronica_spec,http://www.worldfloraonline.org/taxon/wfo-4000040171,NA,Plantaginaceae,herb,no,no,no,no,NA,NA,NA,NA,NA,NA,NA,no,no,no,NA,NA,no
Vicia_cracca,http://www.worldfloraonline.org/taxon/wfo-0000214046,NA,Fabaceae,legume,no,no,no,no,7,5,NA,5,no,NA,NA,yes,yes,no,NA,yes,yes
Vicia_hirsuta,http://www.worldfloraonline.org/taxon/wfo-0000212743,NA,Fabaceae,legume,no,no,no,no,7,6,5,4,no,NA,4,no,no,no,NA,NA,no
Vicia_sativa_ssp_nigra,http://www.worldfloraonline.org/taxon/wfo-0000212782,Vicia_angustifolia,Fabaceae,legume,no,no,no,no,5,6,3,NA,no,NA,NA,no,no,no,NA,NA,no
Vicia_sepium,http://www.worldfloraonline.org/taxon/wfo-0000212792,NA,Fabaceae,legume,no,no,no,no,NA,NA,5,5,no,6,5,no,no,no,NA,NA,no
Vicia_tetrasperma,http://www.worldfloraonline.org/taxon/wfo-0000212802,NA,Fabaceae,legume,no,no,no,no,6,6,5,5,no,5,5,no,no,no,NA,NA,no
Vicia_villosa_ssp_varia,http://www.worldfloraonline.org/taxon/wfo-0000212809,Vicia_villosa_ssp_dasycarpa,Fabaceae,legume,no,no,no,yes,NA,NA,NA,NA,no,NA,NA,yes,no,no,NA,NA,no
Viola_arvensis,http://www.worldfloraonline.org/taxon/wfo-0000426676,NA,Violaceae,herb,no,no,no,no,6,5,NA,NA,no,NA,NA,no,no,no,NA,NA,no
Vulpia_myuros,http://www.worldfloraonline.org/taxon/wfo-0000907427,NA,Poaceae,grass,no,no,no,no,8,7,3,2,no,5,1,no,no,no,NA,NA,no
