id,plot,site,latitude,longitude,elevation,plot_size,exposition,orientation,sand_ratio,substrate_depth,target_type,seed_density,survey_year,vegetation_cover,botanist,biomass,survey_date,graminoid_cover,herb_cover,accumulated_cover,target_cover,seeded_cover,target_cover_ratio,graminoid_cover_ratio,seeded_cover_ratio,species_richness,rlg_richness,rlb_richness,target_richness,seeded_richness,ffh6510_richness,ffh6210_richness,fcs_target,fcs_seeded,shannon,evenness,esy,fdis_abu_lhs,cwm_abu_sla,cwm_abu_seedmass,cwm_abu_height
L1_24_2020,L1_24,1,4883856,1287752,314,4,south,land,50,30,dry_grassland,4,2020,85,Jakob Huber,NA,2020-06-13,4.5,90.5,95,81.5,77,0.858,0.047,0.811,13,1,0,8,5,2,1,0.405,-0.405,0.888,0.346,V38,0.594,16.07,3.008,0.466
L1_24_2021,L1_24,1,4883856,1287752,314,4,south,land,50,30,dry_grassland,4,2021,90,Markus Bauer,NA,2021-07-05,7,93,100,72,54,0.72,0.07,0.54,19,1,0,15,6,2,2,1.163,-0.693,1.787,0.607,V38,1.14,18.167,2.622,0.433
L1_24_seeded,L1_24,1,4883856,1287752,314,4,south,land,50,30,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,43.099999999999994,103.3,103.3,NA,1,0.583,NA,20,3,1,20,NA,7,6,3.045,NA,2.854,0.953,R1A,1.226,19.737,0.951,0.317
L2_01_2018,L2_01,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,8,2018,45,Jakob Huber,NA,2018-07-20,1,44,45,0.5,0.5,0.011,0.022,0.011,8,0,0,1,1,0,0,-1.386,-1.386,0.543,0.261,V37,0.406,18.238,0.72,0.525
L2_01_2019,L2_01,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,8,2019,60,Linda Weggler,NA,2019-06-21,1.5,57.5,59,15,3.5,0.254,0.025,0.059,16,0,0,6,2,1,2,-0.452,-1.609,1.456,0.525,V37,0.811,19.314,0.972,0.433
L2_01_2020,L2_01,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,8,2020,50,Jakob Huber,NA,2020-06-12,19,39,58,40.5,5.5,0.698,0.328,0.095,17,0,0,5,2,2,1,-0.773,-1.674,2.218,0.783,V37,0.914,23.282,1.97,0.261
L2_01_2021,L2_01,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,8,2021,50,Markus Bauer,NA,2021-07-06,16,40,56,19,2,0.339,0.286,0.036,18,0,1,8,1,1,2,-0.201,-2.197,2.649,0.916,R,1.252,24.361,1.687,0.424
L2_01_seeded,L2_01,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,11,2,3.045,NA,2.848,0.951,R22,1.111,23.385,0.843,0.387
L2_02_2018,L2_02,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,8,2018,55,Jakob Huber,NA,2018-07-20,0.5,55,55.5,0.5,0.5,0.009,0.009,0.009,7,0,1,1,1,0,0,-1.253,-1.253,0.464,0.238,V37,0.319,17.913,0.682,0.523
L2_02_2019,L2_02,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,8,2019,60,Linda Weggler,NA,2019-06-21,1.5,60.5,62,47,40.5,0.758,0.024,0.653,12,1,1,6,2,1,1,0,-1.299,1.238,0.498,V37,0.692,24.244,1.648,0.555
L2_02_2020,L2_02,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,8,2020,55,Jakob Huber,NA,2020-06-12,3.5,64,67.5,62,52.5,0.919,0.052,0.778,20,1,2,9,3,1,4,-0.182,-1.504,1.248,0.416,R,0.555,25.77,1.99,0.568
L2_02_2021,L2_02,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,8,2021,50,Markus Bauer,NA,2021-07-06,14.5,39,53.5,35.5,24.5,0.664,0.271,0.458,12,2,1,9,4,0,5,0.916,-0.588,1.956,0.787,R,0.761,23.562,2.565,0.471
L2_02_seeded,L2_02,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,6,2,20,NA,4,8,3.045,NA,2.848,0.951,R1A,1.02,19.542,1.091,0.332
L2_03_2018,L2_03,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,4,2018,65,Jakob Huber,NA,2018-07-20,0,71,71,0,0,0,0,0,4,0,0,0,0,0,0,-1.609,-1.609,0.488,0.352,V37,0.63,18.395,0.858,0.477
L2_03_2019,L2_03,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,4,2019,60,Linda Weggler,NA,2019-06-21,1.5,55.5,57,8.5,1.5,0.149,0.026,0.026,17,1,0,8,3,4,1,-0.105,-1.322,1.484,0.524,V37,1.297,21.173,3.137,0.296
L2_03_2020,L2_03,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,4,2020,70,Jakob Huber,NA,2020-06-12,22,45.5,67.5,40,14,0.593,0.326,0.207,22,1,2,13,7,8,2,0.336,-0.693,2.103,0.68,R22,0.89,24.788,2.772,0.245
L2_03_2021,L2_03,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,4,2021,80,Markus Bauer,NA,2021-07-06,9,85.5,94.5,71.5,42.5,0.757,0.095,0.45,19,1,2,12,4,5,2,0.486,-1.163,2.293,0.779,R22,0.751,23.495,1.95,0.371
L2_03_seeded,L2_03,2,4883853,1288117,314,4,south,land,0,15,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,13,0,3.045,NA,2.848,0.951,R22,1.156,23.893,0.83,0.397
L2_04_2018,L2_04,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,4,2018,40,Jakob Huber,NA,2018-07-20,0,41.5,41.5,0,0,0,0,0,5,0,0,0,0,0,0,-1.792,-1.792,0.737,0.458,V37,1.008,23.549,4.98,0.269
L2_04_2019,L2_04,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,4,2019,70,Linda Weggler,NA,2019-06-21,10.5,61.5,72,19.5,4,0.271,0.146,0.056,16,1,0,8,5,2,3,0,-0.693,1.601,0.577,V37,0.908,23.811,4.12,0.238
L2_04_2020,L2_04,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,4,2020,70,Jakob Huber,NA,2020-06-12,31.5,55.5,87,48.5,15,0.557,0.362,0.172,18,1,0,9,4,4,2,0,-1.099,1.768,0.612,V37,0.923,24.303,2.772,0.23
L2_04_2021,L2_04,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,4,2021,70,Markus Bauer,NA,2021-07-06,11.5,64.5,76,14.5,8.5,0.191,0.151,0.112,15,1,1,9,4,3,1,0.357,-0.875,1.637,0.605,V,0.827,24.401,5.214,0.278
L2_04_seeded,L2_04,2,4883853,1288117,314,4,south,land,0,15,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,5,0,20,NA,4,8,3.045,NA,2.848,0.951,R1A,1.031,19.599,1.34,0.338
L2_05_2018,L2_05,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,4,2018,30,Jakob Huber,NA,2018-07-20,1.5,28,29.5,0,0,0,0.051,0,7,0,0,0,0,0,0,-2.079,-2.079,0.668,0.343,V37,0.414,25.513,8.693,0.23
L2_05_2019,L2_05,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,4,2019,70,Linda Weggler,NA,2019-06-21,6.5,65.5,72,19,3,0.264,0.09,0.042,25,1,0,14,6,6,2,0.223,-1.05,1.818,0.565,V37,0.985,23.64,3.909,0.255
L2_05_2020,L2_05,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,4,2020,65,Jakob Huber,NA,2020-06-12,23,43.5,66.5,17,5,0.256,0.346,0.075,20,1,0,12,5,6,2,0.368,-0.981,1.892,0.632,V,1.159,23.54,2.851,0.35
L2_05_2021,L2_05,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,4,2021,70,Markus Bauer,NA,2021-07-06,30.5,43.5,74,21,2.5,0.284,0.412,0.034,14,1,0,7,2,4,1,0,-1.466,2.119,0.803,R,0.873,22.669,2.423,0.435
L2_05_seeded,L2_05,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,1,0,20,NA,10,1,3.045,NA,2.848,0.951,R22,1.192,25.373,0.727,0.397
L2_06_2018,L2_06,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,8,2018,30,Jakob Huber,NA,2018-07-20,0.5,32,32.5,1,0.5,0.031,0.015,0.015,6,0,0,2,1,0,0,-0.511,-1.099,0.395,0.22,V37,0.319,25.991,8.969,0.216
L2_06_2019,L2_06,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,8,2019,70,Linda Weggler,NA,2019-06-21,3,68,71,21,11,0.296,0.042,0.155,22,0,0,13,3,4,1,0.336,-1.609,1.713,0.554,V37,1.05,23.569,4.21,0.264
L2_06_2020,L2_06,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,8,2020,65,Jakob Huber,NA,2020-06-12,9,62.5,71.5,32,13,0.448,0.126,0.182,22,1,1,14,7,3,3,0.511,-0.693,2.115,0.684,V37,1.178,22.689,2.997,0.252
L2_06_2021,L2_06,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,8,2021,80,Markus Bauer,NA,2021-07-06,16,74.5,90.5,35,22.5,0.387,0.177,0.249,19,1,0,12,6,3,5,0.486,-0.693,2.297,0.78,V37,1.227,22.512,2.303,0.251
L2_06_seeded,L2_06,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,7,1,20,NA,2,9,3.045,NA,2.848,0.951,R1A,0.925,19.989,1.216,0.335
L2_07_2018,L2_07,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,4,2018,25,Jakob Huber,NA,2018-07-20,0.5,29,29.5,3,2,0.102,0.017,0.068,8,0,0,3,1,1,0,-0.405,-1.386,1.239,0.596,V,1.252,21.454,3.166,0.315
L2_07_2019,L2_07,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,4,2019,80,Linda Weggler,NA,2019-06-21,0.5,79.5,80,56.5,50.5,0.706,0.006,0.631,10,0,0,5,2,1,0,0,-1.099,1.096,0.476,V38,0.898,17.343,3.374,0.398
L2_07_2020,L2_07,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,4,2020,70,Jakob Huber,NA,2020-06-12,5,73,78,49,41,0.628,0.064,0.526,16,0,0,7,3,2,3,-0.223,-1.253,1.373,0.495,V38,1.068,18.739,3.64,0.355
L2_07_2021,L2_07,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,4,2021,80,Markus Bauer,NA,2021-07-06,10,81,91,37.5,20,0.412,0.11,0.22,15,1,0,7,1,2,3,-0.118,-2.015,1.772,0.654,V37,1.074,21.144,3.768,0.292
L2_07_seeded,L2_07,2,4883853,1288117,314,4,south,land,25,15,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,3,8,3.045,NA,2.848,0.951,R1A,1.151,19.09,0.857,0.285
L2_08_2018,L2_08,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,8,2018,20,Jakob Huber,NA,2018-07-20,3,16.5,19.5,0,0,0,0.154,0,5,0,0,0,0,0,0,-1.792,-1.792,1.283,0.797,V37,1.317,24.838,4.844,0.344
L2_08_2019,L2_08,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,8,2019,60,Linda Weggler,NA,2019-06-21,1,60.5,61.5,18,1,0.293,0.016,0.016,17,0,0,7,2,4,1,-0.318,-1.674,1.718,0.606,V37,1.318,23.053,2.898,0.306
L2_08_2020,L2_08,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,8,2020,65,Jakob Huber,NA,2020-06-12,11,59,70,23,1,0.329,0.157,0.014,17,0,0,9,2,4,2,0.105,-1.674,2.132,0.752,V15,1.511,24.66,1.229,0.341
L2_08_2021,L2_08,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,8,2021,80,Markus Bauer,NA,2021-07-06,11,79.5,90.5,42,2,0.464,0.122,0.022,17,1,0,9,1,2,2,0.105,-2.14,2.113,0.746,V38,1.314,19.89,1.864,0.358
L2_08_seeded,L2_08,2,4883853,1288117,314,4,south,land,25,15,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,13,1,3.045,NA,2.848,0.951,R22,1.111,23.771,0.734,0.374
L2_09_2018,L2_09,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,8,2018,60,Jakob Huber,NA,2018-07-20,1.5,64.5,66,0.5,0,0.008,0.023,0,8,0,0,1,0,1,0,-1.386,-2.197,0.449,0.216,V37,0.324,17.904,0.671,0.516
L2_09_2019,L2_09,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,8,2019,60,Linda Weggler,NA,2019-06-21,3.5,52.5,56,12.5,0.5,0.223,0.062,0.009,17,0,0,8,1,3,2,-0.105,-2.14,1.947,0.687,V37,1.164,21.159,1.983,0.362
L2_09_2020,L2_09,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,8,2020,60,Jakob Huber,NA,2020-06-12,20.5,50,70.5,27,5,0.383,0.291,0.071,19,0,1,12,3,6,2,0.486,-1.447,2.189,0.743,V38,1.162,22.856,1.884,0.395
L2_09_2021,L2_09,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,8,2021,80,Markus Bauer,NA,2021-07-06,18.5,74.5,93,24,6.5,0.258,0.199,0.07,23,1,1,14,4,5,3,0.405,-1.386,2.488,0.794,V38,1.357,23.637,1.757,0.353
L2_09_seeded,L2_09,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,4,1,20,NA,7,8,3.045,NA,2.848,0.951,R1A,1.01,20.394,0.867,0.309
L2_10_2018,L2_10,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,4,2018,45,Jakob Huber,NA,2018-07-20,7,41.5,48.5,0.5,0.5,0.01,0.144,0.01,7,0,0,1,1,1,0,-1.253,-1.253,0.736,0.378,V37,0.343,18.224,0.706,0.536
L2_10_2019,L2_10,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,4,2019,40,Linda Weggler,NA,2019-06-21,16,21,37,14,0,0.378,0.432,0,10,0,0,5,0,2,1,0,-2.398,1.842,0.8,V37,1.133,21.447,1.726,0.44
L2_10_2020,L2_10,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,4,2020,60,Jakob Huber,NA,2020-06-12,36,22,58,31,3,0.534,0.621,0.052,20,0,0,10,3,5,2,0,-1.504,2.085,0.696,V,1.153,23.589,2.262,0.397
L2_10_2021,L2_10,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,4,2021,80,Markus Bauer,NA,2021-07-06,14.5,76,90.5,23,2,0.254,0.16,0.022,17,0,0,8,1,3,2,-0.105,-2.14,2.18,0.77,V38,1.481,21.136,0.694,0.345
L2_10_seeded,L2_10,2,4883853,1288117,314,4,south,land,50,15,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,43.099999999999994,103.3,103.3,NA,1,0.583,NA,20,2,0,20,NA,6,6,3.045,NA,2.854,0.953,R,1.272,21.619,0.797,0.248
L2_11_2018,L2_11,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,4,2018,40,Jakob Huber,NA,2018-07-20,2,42.5,44.5,0,0,0,0.045,0,10,0,0,0,0,0,0,-2.398,-2.398,0.55,0.239,V37,0.285,17.821,0.666,0.534
L2_11_2019,L2_11,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,4,2019,60,Linda Weggler,NA,2019-06-21,1.5,56.5,58,18,7.5,0.31,0.026,0.129,12,0,0,5,3,2,0,-0.288,-0.916,1.695,0.682,V37,0.997,20.28,1.527,0.393
L2_11_2020,L2_11,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,4,2020,60,Jakob Huber,NA,2020-06-12,20.5,50,70.5,37,9,0.525,0.291,0.128,18,0,0,8,3,4,1,-0.201,-1.386,2.362,0.817,V,1.17,23.93,2.257,0.327
L2_11_2021,L2_11,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,4,2021,70,Markus Bauer,NA,2021-07-07,14.5,59,73.5,15.5,2.5,0.211,0.197,0.034,18,1,0,8,2,3,2,-0.201,-1.735,2.274,0.787,R1A,1.32,23.678,1.641,0.351
L2_11_seeded,L2_11,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,12,2,3.045,NA,2.848,0.951,R22,1.1,23.404,0.782,0.364
L2_12_2018,L2_12,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,8,2018,65,Jakob Huber,NA,2018-07-20,1.5,66.5,68,0,0,0,0.022,0,7,0,0,0,0,0,0,-2.079,-2.079,0.26,0.134,V37,0.117,17.579,0.602,0.547
L2_12_2019,L2_12,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,8,2019,30,Linda Weggler,NA,2019-06-21,1.5,25.5,27,5,0,0.185,0.056,0,12,0,0,5,0,1,1,-0.288,-2.565,1.599,0.643,V,1.057,20.033,1.036,0.426
L2_12_2020,L2_12,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,8,2020,30,Jakob Huber,NA,2020-06-12,3,28,31,11,0,0.355,0.097,0,16,0,0,7,0,2,1,-0.223,-2.833,2.406,0.868,V,1.429,23.655,1.24,0.376
L2_12_2021,L2_12,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,8,2021,40,Markus Bauer,NA,2021-07-07,2,44,46,5.5,0,0.12,0.043,0,12,0,0,5,0,2,1,-0.288,-2.565,1.784,0.718,V15,0.959,25.334,2.488,0.423
L2_12_seeded,L2_12,2,4883853,1288117,314,4,south,land,50,15,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,15,1,3.045,NA,2.848,0.951,R22,1.1,23.537,0.776,0.44
L2_13_2018,L2_13,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,4,2018,70,Jakob Huber,NA,2018-07-20,0,73,73,0.5,0,0.007,0,0,7,0,0,1,0,0,0,-1.253,-2.079,0.245,0.126,V37,0.113,17.532,0.597,0.547
L2_13_2019,L2_13,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,4,2019,50,Linda Weggler,NA,2019-06-21,3.5,42.5,46,19.5,1,0.424,0.076,0.022,10,0,0,5,2,2,1,0,-1.099,1.536,0.667,V37,0.977,20.239,1.466,0.307
L2_13_2020,L2_13,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,4,2020,65,Jakob Huber,NA,2020-06-12,11,62.5,73.5,61,0.5,0.83,0.15,0.007,15,0,0,9,1,2,2,0.357,-2.015,1.669,0.616,V38,0.832,20.18,1.656,0.271
L2_13_2021,L2_13,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,4,2021,70,Markus Bauer,NA,2021-07-07,14.5,56.5,71,50.5,1,0.711,0.204,0.014,17,0,0,12,2,6,2,0.773,-1.674,2.292,0.809,V38,0.928,19.458,2.495,0.355
L2_13_seeded,L2_13,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,2,0,20,NA,10,3,3.045,NA,2.848,0.951,R22,1.256,23.835,0.801,0.35
L2_14_2018,L2_14,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,4,2018,80,Jakob Huber,NA,2018-07-20,0,86.5,86.5,1,0.5,0.012,0,0.006,5,0,0,2,1,1,0,-0.288,-0.916,0.326,0.203,V37,0.304,17.772,0.678,0.519
L2_14_2019,L2_14,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,4,2019,70,Linda Weggler,NA,2019-06-21,1,74.5,75.5,54,41.5,0.715,0.013,0.55,15,0,0,10,4,3,1,0.606,-0.875,1.505,0.556,V38,0.845,17.059,2.21,0.425
L2_14_2020,L2_14,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,4,2020,80,Jakob Huber,NA,2020-06-12,12,84.5,96.5,82,75,0.85,0.124,0.777,20,0,0,13,5,5,3,0.56,-0.981,1.493,0.498,V38,0.747,17.07,2.841,0.444
L2_14_2021,L2_14,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,4,2021,90,Markus Bauer,NA,2021-07-07,4,92.5,96.5,77,71.5,0.798,0.041,0.741,16,0,0,9,4,3,2,0.223,-0.956,1.167,0.421,V38,0.659,16.804,3.208,0.481
L2_14_seeded,L2_14,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,43.099999999999994,103.3,103.3,NA,1,0.583,NA,20,1,0,20,NA,6,4,3.045,NA,2.854,0.953,R,1.235,20.732,0.757,0.277
L2_15_2018,L2_15,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,8,2018,85,Jakob Huber,NA,2018-07-20,0.5,90.5,91,0.5,0.5,0.005,0.005,0.005,4,0,0,1,1,0,1,-0.693,-0.693,0.28,0.202,V37,0.282,17.758,0.667,0.521
L2_15_2019,L2_15,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,8,2019,80,Linda Weggler,NA,2019-06-21,11,70,81,33.5,16.5,0.414,0.136,0.204,17,0,0,9,4,3,1,0.105,-1.03,1.927,0.68,V37,1.195,20.588,1.322,0.38
L2_15_2020,L2_15,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,8,2020,70,Jakob Huber,NA,2020-06-12,5,60,65,27.5,8,0.423,0.077,0.123,21,0,0,10,5,4,2,-0.087,-1.041,2.177,0.715,V15,1.365,24.626,1.174,0.325
L2_15_2021,L2_15,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,8,2021,60,Markus Bauer,NA,2021-07-07,12.5,56.5,69,43,8.5,0.623,0.181,0.123,13,0,0,8,4,2,2,0.405,-0.693,2.114,0.824,V38,1.184,21.439,2.612,0.529
L2_15_seeded,L2_15,2,4883853,1288117,314,4,south,land,0,30,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,3,2,20,NA,3,9,3.045,NA,2.848,0.951,R1A,1.161,19.751,0.957,0.287
L2_16_2018,L2_16,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,8,2018,80,Jakob Huber,NA,2018-07-20,0,86,86,0,0,0,0,0,4,0,0,0,0,0,0,-1.609,-1.609,0.429,0.31,V37,0.536,18.199,0.797,0.489
L2_16_2019,L2_16,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,8,2019,80,Linda Weggler,NA,2019-06-21,1.5,85.5,87,44,1.5,0.506,0.017,0.017,19,0,0,10,3,3,1,0.095,-1.447,1.836,0.624,V38,1.095,16.26,0.883,0.512
L2_16_2020,L2_16,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,8,2020,85,Jakob Huber,NA,2020-06-12,3.5,89,92.5,79,2.5,0.854,0.038,0.027,14,0,0,8,2,3,1,0.251,-1.466,1.09,0.413,V38,0.735,16.096,1.906,0.49
L2_16_2021,L2_16,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,8,2021,70,Markus Bauer,NA,2021-07-07,9.5,71,80.5,39.5,13,0.491,0.118,0.161,20,0,0,13,4,6,2,0.56,-1.224,2.332,0.778,V,1.249,20.736,1.413,0.301
L2_16_seeded,L2_16,2,4883853,1288117,314,4,south,land,0,30,hay_meadow,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,0,0,20,NA,13,2,3.045,NA,2.848,0.951,R22,1.188,22.894,0.596,0.345
L2_17_2018,L2_17,2,4883853,1288117,314,4,south,land,25,30,dry_grassland,8,2018,65,Jakob Huber,NA,2018-07-20,1.5,68.5,70,2,2,0.029,0.021,0.029,9,0,0,1,1,0,0,-1.504,-1.504,0.781,0.355,V37,0.722,18.482,0.932,0.465
L2_17_2019,L2_17,2,4883853,1288117,314,4,south,land,25,30,dry_grassland,8,2019,80,Linda Weggler,NA,2019-06-21,1,81.5,82.5,67.5,60.5,0.818,0.012,0.733,13,0,0,7,2,2,1,0.134,-1.386,1.056,0.412,V38,0.547,15.733,2.143,0.494
L2_17_2020,L2_17,2,4883853,1288117,314,4,south,land,25,30,dry_grassland,8,2020,80,Jakob Huber,NA,2020-06-12,3.5,84.5,88,83,80.5,0.943,0.04,0.915,12,0,0,5,3,1,0,-0.288,-0.916,0.836,0.337,V38,0.522,15.571,3.344,0.485
L2_17_2021,L2_17,2,4883853,1288117,314,4,south,land,25,30,dry_grassland,8,2021,70,Markus Bauer,NA,2021-07-07,10.5,67.5,78,37.5,30,0.481,0.135,0.385,13,0,0,6,1,1,2,-0.134,-1.872,1.932,0.753,V38,1.219,19.597,1.895,0.369
L2_17_seeded,L2_17,2,4883853,1288117,314,4,south,land,25,30,dry_grassland,8,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,4,1,20,NA,4,5,3.045,NA,2.848,0.951,R1A,0.869,18.761,1.364,0.352
L2_18_2018,L2_18,2,4883853,1288117,314,4,south,land,25,30,hay_meadow,4,2018,50,Jakob Huber,NA,2018-07-20,3.5,52,55.5,0,0,0,0.063,0,10,0,0,0,0,0,0,-2.398,-2.398,1.117,0.485,V37,1.211,20.764,1.865,0.372
L2_18_2019,L2_18,2,4883853,1288117,314,4,south,land,25,30,hay_meadow,4,2019,70,Linda Weggler,NA,2019-06-21,1.5,72.5,74,43.5,5.5,0.588,0.02,0.074,17,1,0,7,2,2,0,-0.318,-1.674,1.946,0.687,V38,0.892,19.339,1.531,0.348
L2_18_2020,L2_18,2,4883853,1288117,314,4,south,land,25,30,hay_meadow,4,2020,65,Jakob Huber,NA,2020-06-12,4,65,69,58.5,1,0.848,0.058,0.014,17,0,0,9,2,4,2,0.105,-1.674,1.362,0.481,V38,0.704,16.517,2.286,0.455
L2_18_2021,L2_18,2,4883853,1288117,314,4,south,land,25,30,hay_meadow,4,2021,80,Markus Bauer,NA,2021-07-07,7,78,85,52.5,1,0.618,0.082,0.012,16,0,0,7,2,2,2,-0.223,-1.609,1.981,0.715,V38,1.025,18.609,2.18,0.386
L2_18_seeded,L2_18,2,4883853,1288117,314,4,south,land,25,30,hay_meadow,4,seeded,NA,NA,NA,2018-04-27,60.199999999999996,39.8,100,100,NA,1,0.602,NA,20,1,0,20,NA,12,1,3.045,NA,2.848,0.951,R22,1.191,24.049,0.69,0.422
L2_19_2018,L2_19,2,4883853,1288117,314,4,south,land,25,30,dry_grassland,4,2018,30,Jakob Huber,NA,2018-07-20,4,29.5,33.5,1,1,0.03,0.119,0.03,11,0,0,2,2,0,1,-1.204,-1.204,1.544,0.644,V37,1.29,22.798,3.823,0.363
L2_19_2019,L2_19,2,4883853,1288117,314,4,south,land,25,30,dry_grassland,4,2019,60,Linda Weggler,NA,2019-06-20,0.5,64,64.5,38,2.5,0.589,0.008,0.039,15,0,0,5,2,1,1,-0.606,-1.54,1.87,0.69,V38,0.951,18.497,1.613,0.338
