id,reference,exposition,target_type,group_type,NMDS1,NMDS2,mean1,mean2
L4_08_2021,2021,south,hay_meadow,2021,-0.3736415027399625,0.7246517977943673,-0.02236579753931777,0.1905167811556726
L4_08_seeded,seeded,south,hay_meadow,seeded,0.7186440577624281,-0.805184745477489,0.5377147617840167,-0.09756544043457768
L4_09_2018,2018,south,hay_meadow,2018,-1.2275538373884993,-0.15745775855390423,-0.11340211503171282,-0.11907083492843955
L4_09_2019,2019,south,hay_meadow,2019,-0.662604539615923,0.25061770376084885,-0.5579864812065191,-0.11310545854624686
L4_09_2020,2020,south,hay_meadow,2020,-0.5296496926037065,0.47818142866415975,-0.11173635142972259,0.11953103169259205
L4_09_2021,2021,south,hay_meadow,2021,-0.3627686136231135,0.6039682952219916,-0.02236579753931777,0.1905167811556726
L4_09_seeded,seeded,south,hay_meadow,seeded,0.7562370958736102,-0.6136117058093131,0.5377147617840167,-0.09756544043457768
L4_10_2018,2018,south,dry_grassland,2018,-0.9626535492171402,-0.15239055504774504,-0.11340211503171282,-0.11907083492843955
L4_10_2019,2019,south,dry_grassland,2019,-0.6708726654284223,0.2987678676862954,-0.5579864812065191,-0.11310545854624686
L4_10_2020,2020,south,dry_grassland,2020,-0.33560039210363135,0.4772203353804218,-0.11173635142972259,0.11953103169259205
L4_10_2021,2021,south,dry_grassland,2021,-0.4715587428569141,0.6316676447203836,-0.02236579753931777,0.1905167811556726
L4_10_seeded,seeded,south,dry_grassland,seeded,0.8473643419795159,0.3772355468928356,0.5377147617840167,-0.09756544043457768
L4_11_2018,2018,south,dry_grassland,2018,-1.0275632725608184,0.17218977770735153,-0.11340211503171282,-0.11907083492843955
L4_11_2019,2019,south,dry_grassland,2019,-0.559742023513729,0.31173863453200423,-0.5579864812065191,-0.11310545854624686
L4_11_2020,2020,south,dry_grassland,2020,-0.33133477225117935,0.43743027040241866,-0.11173635142972259,0.11953103169259205
L4_11_2021,2021,south,dry_grassland,2021,-0.31403400414779253,0.588347855938086,-0.02236579753931777,0.1905167811556726
L4_11_seeded,seeded,south,dry_grassland,seeded,1.0699501629383152,0.2141033860278197,0.5377147617840167,-0.09756544043457768
L4_12_2018,2018,south,hay_meadow,2018,-1.2410328903246006,-0.1323365170215221,-0.11340211503171282,-0.11907083492843955
L4_12_2019,2019,south,hay_meadow,2019,-0.5863762363917434,0.2774722293620558,-0.5579864812065191,-0.11310545854624686
L4_12_2020,2020,south,hay_meadow,2020,-0.3673327132713208,0.4422249277933145,-0.11173635142972259,0.11953103169259205
L4_12_2021,2021,south,hay_meadow,2021,-0.3567585101974856,0.6902146618394677,-0.02236579753931777,0.1905167811556726
L4_12_seeded,seeded,south,hay_meadow,seeded,0.749347946804077,-0.5636359189288562,0.5377147617840167,-0.09756544043457768
L4_13_2018,2018,south,hay_meadow,2018,-1.1095928067329626,-0.06433835660016186,-0.11340211503171282,-0.11907083492843955
L4_13_2019,2019,south,hay_meadow,2019,-0.43407913920592006,0.2146689929465153,-0.5579864812065191,-0.11310545854624686
L4_13_2020,2020,south,hay_meadow,2020,-0.2631385036967051,0.41540071797803574,-0.11173635142972259,0.11953103169259205
L4_13_2021,2021,south,hay_meadow,2021,-0.34950270321080623,0.6024427549958058,-0.02236579753931777,0.1905167811556726
L4_13_seeded,seeded,south,hay_meadow,seeded,0.7038003453228108,-0.47195558841966945,0.5377147617840167,-0.09756544043457768
L4_14_2018,2018,south,dry_grassland,2018,-0.9023921855258098,0.18560875999343157,-0.11340211503171282,-0.11907083492843955
L4_14_2019,2019,south,dry_grassland,2019,-0.727829189774801,0.1583294633022721,-0.5579864812065191,-0.11310545854624686
L4_14_2020,2020,south,dry_grassland,2020,-0.46365510802072624,0.505947223099298,-0.11173635142972259,0.11953103169259205
L4_14_2021,2021,south,dry_grassland,2021,-0.40531256942694577,0.5537265329251639,-0.02236579753931777,0.1905167811556726
L4_14_seeded,seeded,south,dry_grassland,seeded,0.8592124190919032,0.6466970036429783,0.5377147617840167,-0.09756544043457768
L4_15_2018,2018,south,dry_grassland,2018,-1.1857763119830866,-0.014306019351741698,-0.11340211503171282,-0.11907083492843955
L4_15_2019,2019,south,dry_grassland,2019,-0.6137439830441199,0.3966315164880484,-0.5579864812065191,-0.11310545854624686
L4_15_2020,2020,south,dry_grassland,2020,-0.1791039790569996,0.5870819253110927,-0.11173635142972259,0.11953103169259205
L4_15_2021,2021,south,dry_grassland,2021,-0.4542986862973669,0.7142770757311347,-0.02236579753931777,0.1905167811556726
L4_15_seeded,seeded,south,dry_grassland,seeded,0.9076375521191498,0.6066023525598166,0.5377147617840167,-0.09756544043457768
L4_16_2018,2018,south,hay_meadow,2018,-1.2319857854933611,-0.24024176788673332,-0.11340211503171282,-0.11907083492843955
L4_16_2019,2019,south,hay_meadow,2019,-0.6769624121022373,0.10286317060239175,-0.5579864812065191,-0.11310545854624686
L4_16_2020,2020,south,hay_meadow,2020,-0.3938776828321688,0.7160180191783944,-0.11173635142972259,0.11953103169259205
L4_16_2021,2021,south,hay_meadow,2021,-0.23649300463227413,0.6135103231322244,-0.02236579753931777,0.1905167811556726
L4_16_seeded,seeded,south,hay_meadow,seeded,0.6359475572526917,-0.6419565130405481,0.5377147617840167,-0.09756544043457768
L4_17_2018,2018,south,hay_meadow,2018,-1.2553965479759162,-0.3848899288996951,-0.11340211503171282,-0.11907083492843955
L4_17_2019,2019,south,hay_meadow,2019,-0.6420928437212685,0.18063120133012334,-0.5579864812065191,-0.11310545854624686
L4_17_2020,2020,south,hay_meadow,2020,-0.3857224679869816,0.45508396545153423,-0.11173635142972259,0.11953103169259205
L4_17_2021,2021,south,hay_meadow,2021,-0.2518763905860488,0.7480518306863909,-0.02236579753931777,0.1905167811556726
L4_17_seeded,seeded,south,hay_meadow,seeded,0.805185956783307,-0.5457817311334041,0.5377147617840167,-0.09756544043457768
L4_18_2018,2018,south,hay_meadow,2018,-0.7754740727068219,-0.4142177757051075,-0.11340211503171282,-0.11907083492843955
L4_18_2019,2019,south,hay_meadow,2019,-0.49125547705207795,-0.004395557938260231,-0.5579864812065191,-0.11310545854624686
L4_18_2020,2020,south,hay_meadow,2020,-0.29936428433122564,0.16926476407038643,-0.11173635142972259,0.11953103169259205
L4_18_2021,2021,south,hay_meadow,2021,-0.35657992257508114,0.34073037677116225,-0.02236579753931777,0.1905167811556726
L4_18_seeded,seeded,south,hay_meadow,seeded,0.7580882215426705,-0.7056240707615845,0.5377147617840167,-0.09756544043457768
L4_19_2018,2018,south,dry_grassland,2018,-0.7667703550908024,0.012987317145095194,-0.11340211503171282,-0.11907083492843955
L4_19_2019,2019,south,dry_grassland,2019,-0.67482769103329,0.29205199601919996,-0.5579864812065191,-0.11310545854624686
L4_19_2020,2020,south,dry_grassland,2020,-0.2866390917745665,0.4370078757348161,-0.11173635142972259,0.11953103169259205
L4_19_2021,2021,south,dry_grassland,2021,-0.46205409675466974,0.556849039851348,-0.02236579753931777,0.1905167811556726
L4_19_seeded,seeded,south,dry_grassland,seeded,0.8749582560873392,0.4901143238201856,0.5377147617840167,-0.09756544043457768
L4_20_2018,2018,south,dry_grassland,2018,-0.9559062116831686,0.09440167241450076,-0.11340211503171282,-0.11907083492843955
L4_20_2019,2019,south,dry_grassland,2019,-0.3988732189393095,0.3061259341749209,-0.5579864812065191,-0.11310545854624686
L4_20_2020,2020,south,dry_grassland,2020,-0.22160778800504186,0.5345556088563207,-0.11173635142972259,0.11953103169259205
L4_20_2021,2021,south,dry_grassland,2021,-0.1408863928891852,0.5843522049814519,-0.02236579753931777,0.1905167811556726
L4_20_seeded,seeded,south,dry_grassland,seeded,0.9153401113413921,0.3848303747793216,0.5377147617840167,-0.09756544043457768
L4_21_2018,2018,south,dry_grassland,2018,-1.02452116039815,-0.17923892694393448,-0.11340211503171282,-0.11907083492843955
L4_21_2019,2019,south,dry_grassland,2019,-0.5787095108756328,0.2968838935102346,-0.5579864812065191,-0.11310545854624686
L4_21_2020,2020,south,dry_grassland,2020,-0.3050816781002943,0.48163200712690435,-0.11173635142972259,0.11953103169259205
L4_21_2021,2021,south,dry_grassland,2021,-0.39308291171441223,0.5698128211447336,-0.02236579753931777,0.1905167811556726
L4_21_seeded,seeded,south,dry_grassland,seeded,1.049483249050293,0.4856483305207427,0.5377147617840167,-0.09756544043457768
L4_22_2018,2018,south,hay_meadow,2018,-1.2187305820221657,-0.1230919694595723,-0.11340211503171282,-0.11907083492843955
L4_22_2019,2019,south,hay_meadow,2019,-0.6529027315396321,0.2607037218255109,-0.5579864812065191,-0.11310545854624686
L4_22_2020,2020,south,hay_meadow,2020,-0.469447546760138,0.5038747326726377,-0.11173635142972259,0.11953103169259205
L4_22_2021,2021,south,hay_meadow,2021,-0.3566957359336324,0.6225652171088062,-0.02236579753931777,0.1905167811556726
L4_22_seeded,seeded,south,hay_meadow,seeded,0.6167645721402011,-0.6750827024365446,0.5377147617840167,-0.09756544043457768
L4_23_2018,2018,south,hay_meadow,2018,-1.0714555831283212,0.13427389535712406,-0.11340211503171282,-0.11907083492843955
L4_23_2019,2019,south,hay_meadow,2019,-0.48980493200600295,0.17828709487148997,-0.5579864812065191,-0.11310545854624686
L4_23_2020,2020,south,hay_meadow,2020,-0.2827949984964067,0.5303468675644849,-0.11173635142972259,0.11953103169259205
L4_23_2021,2021,south,hay_meadow,2021,-0.2623476387633176,0.6416144606765237,-0.02236579753931777,0.1905167811556726
L4_23_seeded,seeded,south,hay_meadow,seeded,0.77389903836781,-0.6516094972596667,0.5377147617840167,-0.09756544043457768
L4_24_2018,2018,south,dry_grassland,2018,-1.2566542913654557,0.03896786432748552,-0.11340211503171282,-0.11907083492843955
L4_24_2019,2019,south,dry_grassland,2019,-0.5769221600012537,0.282458929262737,-0.5579864812065191,-0.11310545854624686
L4_24_2020,2020,south,dry_grassland,2020,-0.32468683333916143,0.40751941703259736,-0.11173635142972259,0.11953103169259205
L4_24_2021,2021,south,dry_grassland,2021,-0.2807566480156175,0.4875169752576472,-0.02236579753931777,0.1905167811556726
L4_24_seeded,seeded,south,dry_grassland,seeded,0.9822952183896789,0.17395440091114034,0.5377147617840167,-0.09756544043457768
L5_01_2018,2018,south,dry_grassland,2018,-1.0913389575926173,-9.295040617392943e-4,-0.11340211503171282,-0.11907083492843955
L5_01_2019,2019,south,dry_grassland,2019,-0.7236165810857004,0.3101658130561525,-0.5579864812065191,-0.11310545854624686
L5_01_2020,2020,south,dry_grassland,2020,-0.49418789268620616,0.4675821058732888,-0.11173635142972259,0.11953103169259205
L5_01_2021,2021,south,dry_grassland,2021,-0.592558593311579,0.4572577609099803,-0.02236579753931777,0.1905167811556726
L5_01_seeded,seeded,south,dry_grassland,seeded,1.1001377320431407,0.3785431755612998,0.5377147617840167,-0.09756544043457768
L5_02_2018,2018,south,hay_meadow,2018,-0.9861533982433067,-0.4024435165780142,-0.11340211503171282,-0.11907083492843955
L5_02_2019,2019,south,hay_meadow,2019,-0.6691490425030342,0.18526599162613924,-0.5579864812065191,-0.11310545854624686
L5_02_2020,2020,south,hay_meadow,2020,-0.4658331453359775,0.5397160272145909,-0.11173635142972259,0.11953103169259205
L5_02_2021,2021,south,hay_meadow,2021,-0.4132757982079393,0.5504932170472527,-0.02236579753931777,0.1905167811556726
L5_02_seeded,seeded,south,hay_meadow,seeded,0.7870918187562195,-0.5662614100157607,0.5377147617840167,-0.09756544043457768
L5_03_2018,2018,south,dry_grassland,2018,-0.893110385856396,-0.268061033571226,-0.11340211503171282,-0.11907083492843955
L5_03_2019,2019,south,dry_grassland,2019,-0.5553673930896906,0.17613648352499092,-0.5579864812065191,-0.11310545854624686
L5_03_2020,2020,south,dry_grassland,2020,-0.3193277353720365,0.35362165563069764,-0.11173635142972259,0.11953103169259205
L5_03_2021,2021,south,dry_grassland,2021,-0.4199095461940063,0.49547744582351,-0.02236579753931777,0.1905167811556726
L5_03_seeded,seeded,south,dry_grassland,seeded,1.0786119590098495,0.09795815361559035,0.5377147617840167,-0.09756544043457768
L5_04_2018,2018,south,hay_meadow,2018,-1.1467256192064308,-0.12110664156481799,-0.11340211503171282,-0.11907083492843955
L5_04_2019,2019,south,hay_meadow,2019,-0.6901034084905159,0.37778912971974044,-0.5579864812065191,-0.11310545854624686
L5_04_2020,2020,south,hay_meadow,2020,-0.48739485911258384,0.4266322202022752,-0.11173635142972259,0.11953103169259205
L5_04_2021,2021,south,hay_meadow,2021,-0.4740398896521301,0.515962794267051,-0.02236579753931777,0.1905167811556726
L5_04_seeded,seeded,south,hay_meadow,seeded,0.6263942931249453,-0.44756197755888427,0.5377147617840167,-0.09756544043457768
L5_05_2018,2018,south,hay_meadow,2018,-1.1681994374766065,-0.19945007994237093,-0.11340211503171282,-0.11907083492843955
L5_05_2019,2019,south,hay_meadow,2019,-0.7005653788867564,0.5951182651024153,-0.5579864812065191,-0.11310545854624686
L5_05_2020,2020,south,hay_meadow,2020,-0.37481523978630304,0.47688580858423646,-0.11173635142972259,0.11953103169259205
L5_05_2021,2021,south,hay_meadow,2021,-0.40740344820525193,0.6125002610755652,-0.02236579753931777,0.1905167811556726
L5_05_seeded,seeded,south,hay_meadow,seeded,0.7082486833290416,-0.784212482997215,0.5377147617840167,-0.09756544043457768
L5_06_2018,2018,south,dry_grassland,2018,-0.9452348522551401,-0.17396982812054326,-0.11340211503171282,-0.11907083492843955
L5_06_2019,2019,south,dry_grassland,2019,-0.6886644541450382,0.5020300849078599,-0.5579864812065191,-0.11310545854624686
L5_06_2020,2020,south,dry_grassland,2020,-0.18700597054703597,0.6499673686825811,-0.11173635142972259,0.11953103169259205
L5_06_2021,2021,south,dry_grassland,2021,-0.08465206805223786,0.684838280505192,-0.02236579753931777,0.1905167811556726
L5_06_seeded,seeded,south,dry_grassland,seeded,0.628327409128502,0.6509076649500547,0.5377147617840167,-0.09756544043457768
L5_07_2018,2018,south,dry_grassland,2018,-0.9884024774732727,-0.30754468960826803,-0.11340211503171282,-0.11907083492843955
L5_07_2019,2019,south,dry_grassland,2019,-0.3556259307117839,0.13934659772083946,-0.5579864812065191,-0.11310545854624686
L5_07_2020,2020,south,dry_grassland,2020,-0.41790058020718607,0.467335004949248,-0.11173635142972259,0.11953103169259205
L5_07_2021,2021,south,dry_grassland,2021,-0.1432039869123858,0.6183567878350108,-0.02236579753931777,0.1905167811556726
L5_07_seeded,seeded,south,dry_grassland,seeded,1.0948172373925489,0.2167457505670114,0.5377147617840167,-0.09756544043457768
L5_08_2018,2018,south,hay_meadow,2018,-0.9634480058776823,-0.33338445876631484,-0.11340211503171282,-0.11907083492843955
L5_08_2019,2019,south,hay_meadow,2019,-0.5040128890207745,0.22889810088943652,-0.5579864812065191,-0.11310545854624686
L5_08_2020,2020,south,hay_meadow,2020,-0.274250369013213,0.23736934066062831,-0.11173635142972259,0.11953103169259205
L5_08_2021,2021,south,hay_meadow,2021,-0.21075944356099258,0.587060870584381,-0.02236579753931777,0.1905167811556726
L5_08_seeded,seeded,south,hay_meadow,seeded,0.6414382472412925,-0.6637666844851479,0.5377147617840167,-0.09756544043457768
L5_09_2018,2018,south,hay_meadow,2018,-1.2392313712153387,-0.09019076352962012,-0.11340211503171282,-0.11907083492843955
L5_09_2019,2019,south,hay_meadow,2019,-0.4115785609631491,0.04426983432715773,-0.5579864812065191,-0.11310545854624686
L5_09_2020,2020,south,hay_meadow,2020,-0.14242112501990012,0.1983976262579686,-0.11173635142972259,0.11953103169259205
L5_09_2021,2021,south,hay_meadow,2021,-0.11549028014643219,0.2540558095931713,-0.02236579753931777,0.1905167811556726
L5_09_seeded,seeded,south,hay_meadow,seeded,0.824880648333469,-0.5373254133788784,0.5377147617840167,-0.09756544043457768
L5_10_2018,2018,south,dry_grassland,2018,-1.234963652610095,-0.19924902421027688,-0.11340211503171282,-0.11907083492843955
L5_10_2019,2019,south,dry_grassland,2019,-0.4128653124931091,0.4001578686710634,-0.5579864812065191,-0.11310545854624686
L5_10_2020,2020,south,dry_grassland,2020,-0.27151196364355124,0.4140351005517471,-0.11173635142972259,0.11953103169259205
L5_10_2021,2021,south,dry_grassland,2021,-0.23484849510190695,0.6534531978499446,-0.02236579753931777,0.1905167811556726
L5_10_seeded,seeded,south,dry_grassland,seeded,1.0379608332145676,0.3524318759201616,0.5377147617840167,-0.09756544043457768
L5_11_2018,2018,south,dry_grassland,2018,-1.252157416118761,-0.055512283251884,-0.11340211503171282,-0.11907083492843955
L5_11_2019,2019,south,dry_grassland,2019,-0.48045315212517115,0.3548949812007393,-0.5579864812065191,-0.11310545854624686
L5_11_2020,2020,south,dry_grassland,2020,-0.2324347928031667,0.31858419928456216,-0.11173635142972259,0.11953103169259205
L5_11_2021,2021,south,dry_grassland,2021,-0.13796988259408038,0.39591247272404073,-0.02236579753931777,0.1905167811556726
L5_11_seeded,seeded,south,dry_grassland,seeded,1.0745451343687282,0.3932223287677316,0.5377147617840167,-0.09756544043457768
L5_12_2018,2018,south,hay_meadow,2018,-1.220444100867358,-0.1984067870653117,-0.11340211503171282,-0.11907083492843955
L5_12_2019,2019,south,hay_meadow,2019,-0.5765047419875854,0.40390656549087445,-0.5579864812065191,-0.11310545854624686
L5_12_2020,2020,south,hay_meadow,2020,-0.29755616931258405,0.435554155695153,-0.11173635142972259,0.11953103169259205
L5_12_2021,2021,south,hay_meadow,2021,-0.37323378471358554,0.6691434150533679,-0.02236579753931777,0.1905167811556726
L5_12_seeded,seeded,south,hay_meadow,seeded,0.6216545086062037,-0.5916475255071282,0.5377147617840167,-0.09756544043457768
L5_13_2018,2018,south,hay_meadow,2018,-1.1318001085489493,-0.13966263949018898,-0.11340211503171282,-0.11907083492843955
L5_13_2019,2019,south,hay_meadow,2019,-0.6686998498016818,0.24874614391234376,-0.5579864812065191,-0.11310545854624686
L5_13_2020,2020,south,hay_meadow,2020,-0.5180311890496185,0.3587094490520712,-0.11173635142972259,0.11953103169259205
L5_13_2021,2021,south,hay_meadow,2021,-0.0988672525670357,0.3143924117214103,-0.02236579753931777,0.1905167811556726
L5_13_seeded,seeded,south,hay_meadow,seeded,0.7561744869188852,-0.44252968029073486,0.5377147617840167,-0.09756544043457768
L5_14_2018,2018,south,dry_grassland,2018,-0.9616433290990222,0.04494700648577888,-0.11340211503171282,-0.11907083492843955
L5_14_2019,2019,south,dry_grassland,2019,-0.7851359467818698,0.5577613323751778,-0.5579864812065191,-0.11310545854624686
L5_14_2020,2020,south,dry_grassland,2020,-0.5257725879151007,0.43621762963785266,-0.11173635142972259,0.11953103169259205
L5_14_2021,2021,south,dry_grassland,2021,-0.6904768234909288,0.46086995457099006,-0.02236579753931777,0.1905167811556726
L5_14_seeded,seeded,south,dry_grassland,seeded,0.6656451461492578,0.42435678886637157,0.5377147617840167,-0.09756544043457768
L5_15_2018,2018,south,dry_grassland,2018,-0.7509321291235421,-0.14003810026534744,-0.11340211503171282,-0.11907083492843955
L5_15_2019,2019,south,dry_grassland,2019,-0.7740611577427203,0.1906510630326189,-0.5579864812065191,-0.11310545854624686
L5_15_2020,2020,south,dry_grassland,2020,-0.5162940317748484,0.26460724491389814,-0.11173635142972259,0.11953103169259205
L5_15_2021,2021,south,dry_grassland,2021,-0.26138029985902334,0.28579638172472666,-0.02236579753931777,0.1905167811556726
L5_15_seeded,seeded,south,dry_grassland,seeded,0.8612501575026349,0.6762340614592213,0.5377147617840167,-0.09756544043457768
L5_16_2018,2018,south,hay_meadow,2018,-0.9126037151370543,-0.319421411562869,-0.11340211503171282,-0.11907083492843955
L5_16_2019,2019,south,hay_meadow,2019,-0.5002443133879497,0.4524021888074122,-0.5579864812065191,-0.11310545854624686
L5_16_2020,2020,south,hay_meadow,2020,-0.3234972180682618,0.3422590015716277,-0.11173635142972259,0.11953103169259205
L5_16_2021,2021,south,hay_meadow,2021,-0.3707603155060202,0.46715427822395494,-0.02236579753931777,0.1905167811556726
L5_16_seeded,seeded,south,hay_meadow,seeded,0.7823371858212618,-0.5910069678665368,0.5377147617840167,-0.09756544043457768
L5_17_2018,2018,south,hay_meadow,2018,-1.0991267114239212,-0.07923987804494156,-0.11340211503171282,-0.11907083492843955
L5_17_2019,2019,south,hay_meadow,2019,-0.7884388094332152,0.7205335748252476,-0.5579864812065191,-0.11310545854624686
L5_17_2020,2020,south,hay_meadow,2020,-0.286042678692127,0.36246271810760644,-0.11173635142972259,0.11953103169259205
L5_17_2021,2021,south,hay_meadow,2021,-0.21304121627869357,0.27265380900401776,-0.02236579753931777,0.1905167811556726
L5_17_seeded,seeded,south,hay_meadow,seeded,0.8544794022553958,-0.7079814335765879,0.5377147617840167,-0.09756544043457768
L5_18_2018,2018,south,dry_grassland,2018,-1.36921650646636,-0.18922848975254353,-0.11340211503171282,-0.11907083492843955
L5_18_2019,2019,south,dry_grassland,2019,-0.48447434375880605,0.24890603074147805,-0.5579864812065191,-0.11310545854624686
L5_18_2020,2020,south,dry_grassland,2020,-0.1908833918013401,0.45539841061355646,-0.11173635142972259,0.11953103169259205
L5_18_2021,2021,south,dry_grassland,2021,-0.31966462394654616,0.5308209061965389,-0.02236579753931777,0.1905167811556726
L5_18_seeded,seeded,south,dry_grassland,seeded,1.124469152336781,0.21010088404955807,0.5377147617840167,-0.09756544043457768
L5_19_2018,2018,south,hay_meadow,2018,-1.0974012037576322,-0.2452093681824329,-0.11340211503171282,-0.11907083492843955
L5_19_2019,2019,south,hay_meadow,2019,-0.556412728297879,0.05517904948410668,-0.5579864812065191,-0.11310545854624686
L5_19_2020,2020,south,hay_meadow,2020,-0.32858327827721573,0.3480680764508389,-0.11173635142972259,0.11953103169259205
L5_19_2021,2021,south,hay_meadow,2021,-0.5735482398234191,0.511210273591316,-0.02236579753931777,0.1905167811556726
L5_19_seeded,seeded,south,hay_meadow,seeded,0.9494918434211146,-0.5907634853697665,0.5377147617840167,-0.09756544043457768
L5_20_2018,2018,south,dry_grassland,2018,-0.987040078597383,-0.3276356673132279,-0.11340211503171282,-0.11907083492843955
L5_20_2019,2019,south,dry_grassland,2019,-0.411049679488373,0.04614898756651562,-0.5579864812065191,-0.11310545854624686
L5_20_2020,2020,south,dry_grassland,2020,-0.12471258850415931,0.372387333960833,-0.11173635142972259,0.11953103169259205
L5_20_2021,2021,south,dry_grassland,2021,-0.2962032244634057,0.483590563588125,-0.02236579753931777,0.1905167811556726
L5_20_seeded,seeded,south,dry_grassland,seeded,0.9400642009052187,0.5186380071190121,0.5377147617840167,-0.09756544043457768
L5_21_2018,2018,south,dry_grassland,2018,-1.0593359049863247,-0.012450451949873913,-0.11340211503171282,-0.11907083492843955
L5_21_2019,2019,south,dry_grassland,2019,-0.8805500289380543,0.6958111103074076,-0.5579864812065191,-0.11310545854624686
L5_21_2020,2020,south,dry_grassland,2020,-0.372220037086976,0.39099626200078963,-0.11173635142972259,0.11953103169259205
L5_21_2021,2021,south,dry_grassland,2021,-0.5112941212831229,0.5437249355162023,-0.02236579753931777,0.1905167811556726
L5_21_seeded,seeded,south,dry_grassland,seeded,0.8579571612963659,0.69441203485565,0.5377147617840167,-0.09756544043457768
L5_22_2018,2018,south,hay_meadow,2018,-1.2365779436671587,-0.17560515771725196,-0.11340211503171282,-0.11907083492843955
L5_22_2019,2019,south,hay_meadow,2019,-0.4930496224946403,0.1637311790171783,-0.5579864812065191,-0.11310545854624686
L5_22_2020,2020,south,hay_meadow,2020,-0.42010583842832144,0.3674273419016546,-0.11173635142972259,0.11953103169259205
L5_22_2021,2021,south,hay_meadow,2021,-0.21269152984346673,0.4484919853323342,-0.02236579753931777,0.1905167811556726
L5_22_seeded,seeded,south,hay_meadow,seeded,0.6822660426985845,-0.823209388284973,0.5377147617840167,-0.09756544043457768
L5_23_2018,2018,south,dry_grassland,2018,-1.2361630099541268,-0.22139355579368067,-0.11340211503171282,-0.11907083492843955
L5_23_2019,2019,south,dry_grassland,2019,-0.5959822583689114,0.25998429328941464,-0.5579864812065191,-0.11310545854624686
L5_23_2020,2020,south,dry_grassland,2020,-0.2075699731726938,0.3562946433939351,-0.11173635142972259,0.11953103169259205
L5_23_2021,2021,south,dry_grassland,2021,-0.201585503005902,0.4703266892895754,-0.02236579753931777,0.1905167811556726
L5_23_seeded,seeded,south,dry_grassland,seeded,1.1133071109749622,0.22403292208931824,0.5377147617840167,-0.09756544043457768
L5_24_2018,2018,south,hay_meadow,2018,-1.227716704300831,-0.22939522738145052,-0.11340211503171282,-0.11907083492843955
L5_24_2019,2019,south,hay_meadow,2019,-0.5648279003967439,0.04759307198446527,-0.5579864812065191,-0.11310545854624686
L5_24_2020,2020,south,hay_meadow,2020,-0.31041682898735995,0.3432655992653079,-0.11173635142972259,0.11953103169259205
L5_24_2021,2021,south,hay_meadow,2021,-0.3179461545913292,0.40297840696413995,-0.02236579753931777,0.1905167811556726
L5_24_seeded,seeded,south,hay_meadow,seeded,0.6112714933629612,-0.5170485387469383,0.5377147617840167,-0.09756544043457768
L6_01_2018,2018,south,dry_grassland,2018,-0.8306655307218542,-0.4941049279139646,-0.11340211503171282,-0.11907083492843955
L6_01_2019,2019,south,dry_grassland,2019,-0.5648681569611665,0.25497067138701063,-0.5579864812065191,-0.11310545854624686
L6_01_2020,2020,south,dry_grassland,2020,-0.23496461613593547,0.3337026277814354,-0.11173635142972259,0.11953103169259205
L6_01_2021,2021,south,dry_grassland,2021,-0.02763965773013364,0.5562810864310622,-0.02236579753931777,0.1905167811556726
L6_01_seeded,seeded,south,dry_grassland,seeded,0.9952848193658747,0.5590886659042164,0.5377147617840167,-0.09756544043457768
L6_02_2018,2018,south,hay_meadow,2018,-0.7403414604238676,-0.4946599008134243,-0.11340211503171282,-0.11907083492843955
L6_02_2019,2019,south,hay_meadow,2019,-0.7212322326296747,0.47405438364938046,-0.5579864812065191,-0.11310545854624686
L6_02_2020,2020,south,hay_meadow,2020,-0.2636303732600122,0.5233575935854824,-0.11173635142972259,0.11953103169259205
L6_02_2021,2021,south,hay_meadow,2021,-0.10218336109440565,0.4328123717006609,-0.02236579753931777,0.1905167811556726
L6_02_seeded,seeded,south,hay_meadow,seeded,0.7729576415882438,-0.5972643883502333,0.5377147617840167,-0.09756544043457768
L6_03_2018,2018,south,dry_grassland,2018,-1.169714879423901,0.21244004639775751,-0.11340211503171282,-0.11907083492843955
L6_03_2019,2019,south,dry_grassland,2019,-0.7135656981350479,0.42166334227029906,-0.5579864812065191,-0.11310545854624686
L6_03_2020,2020,south,dry_grassland,2020,-0.38295630106976103,0.7139465958377348,-0.11173635142972259,0.11953103169259205
L6_03_2021,2021,south,dry_grassland,2021,-0.20401218768486415,0.5939250816967087,-0.02236579753931777,0.1905167811556726
L6_03_seeded,seeded,south,dry_grassland,seeded,0.8808886867158594,0.534400270603919,0.5377147617840167,-0.09756544043457768
L6_04_2018,2018,south,hay_meadow,2018,-0.8157981779990757,-0.37680529750533914,-0.11340211503171282,-0.11907083492843955
L6_04_2019,2019,south,hay_meadow,2019,-0.40817779212799227,0.08388459498289662,-0.5579864812065191,-0.11310545854624686
L6_04_2020,2020,south,hay_meadow,2020,-0.08134607244697513,0.33859270429527427,-0.11173635142972259,0.11953103169259205
L6_04_2021,2021,south,hay_meadow,2021,-0.16512457155055538,0.2811580834614667,-0.02236579753931777,0.1905167811556726
L6_04_seeded,seeded,south,hay_meadow,seeded,0.7087463747402654,-0.7459502160534957,0.5377147617840167,-0.09756544043457768
L6_05_2018,2018,south,dry_grassland,2018,-1.1159872642204487,-0.40418896667046955,-0.11340211503171282,-0.11907083492843955
L6_05_2019,2019,south,dry_grassland,2019,-0.29702091303063904,0.35286393254995424,-0.5579864812065191,-0.11310545854624686
L6_05_2020,2020,south,dry_grassland,2020,-0.11100364036999401,0.3061303882489896,-0.11173635142972259,0.11953103169259205
